PLAYER,H,POS,TEAM,GP,MIN,POSS,%FGA,%3PA,%FTA,%REB,%AST,%BLKA,%PFD,%PTS,PassesMade/POSS,PassesReceived/POSS,ScreenAssists/POSS,ASTAdj/POSS,TOV/POSS,PTS/POSS,2P%,3P%,FT%,%PTSFT,%RA_FGA,%PT_nonRA_FGA,%MR_FGA,%cns_2FGA,%pullup_2FGA,%Corner3_FGA,%ATB3_FGA,%cns_3PA,%pullup_3PA,2FGM%UAST,3FGM%UAST,%dr_1_2_fga,%dr_3plus_fga,%tch_0_2_fga,%tch_2plus_fga,%trsn_FGA,%iso_FGA,%pnrbh_FGA,%pnrrm_FGA,%postup_FGA,%spotup_FGA,%handoff_FGA,%cuts_FGA,%offscrn_FGA,%putbk_FGA,DRIVES/POSS,drives_PASS%,Avg Sec PerTouch,Avg Drib PerTouch,ElbowTouches/POSS,PostUps/POSS,PaintTouches/POSS,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,Dist. Miles Off/POSS,Dist. Miles Def/POSS,REB/MIN,ContestedREB%,AVG REBDistance,Box Outs/MIN,STL/MIN,BLK/MIN,Deflections/MIN,Loose BallsRecovered/MIN,ChargesDrawn/MIN,Contested2PT Shots/MIN,Contested3PT Shots/MIN,OppTOV/MIN,OppPF/MIN,OppFTA/MIN,Opp2P%,%opp_RA_FGA,opp_RA_FG%,%opp_PT_nonRA_FGA,opp_PT_nonRA_FG%,%opp_MR_FGA,opp_MR_FG%,Opp3P%,%opp_Corner3_FGA,opp_Corner3_FG%,%opp_ATB3_FGA,opp_ATB3_FG%,%opp_iso_FGA,opp_iso_FG%,%opp_pnrbh_FGA,opp_pnrbh_FG%,%opp_pnrrm_FGA,opp_pnrrm_FG%,%opp_postup_FGA,opp_postup_FG%,%opp_spotup_FGA,opp_spotup_FG%,%opp_handoff_FGA,opp_handoff_FG%,%opp_offscrn_FGA,opp_offscrn_FG%
Precious Achiuwa,80.0,F,TOR,71,1686,3330,18.4,13.3,16.6,28.4,10.9,25.4,15.8,17.4,0.47718,0.41592,0.03694,0.02853,0.02432,0.19429,46.91,36.49,58.59,11.6,0.4,0.24786,0.10085,0.03761,0.10256,0.11111,0.14017,0.22564,0.01368,40.0,3.7,27.86,15.04,60.17,37.95,0.16581,0.07179,0.0,0.14017,0.04444,0.26667,0.02051,0.12308,0.0,0.12821,0.05465,15.4,2.09,1.14,0.02462,0.01021,0.09009,0.378,0.676,0.713,0.01973,0.01748,0.27639,40.7,5.4,0.05872,0.02135,0.02313,0.04152,0.02788,0.00237,0.22539,0.10261,0.30961,0.40866,0.4395,51.72,0.29043,63.89,0.18965,39.68,0.11645,41.23,33.92,0.13347,35.2,0.2666,33.46,0.02417,39.44,0.01021,46.67,0.0109,40.62,0.00987,41.38,0.05414,37.11,0.0,,0.0034,40.0
Steven Adams,83.0,C,MEM,74,1953,4054,9.8,0.1,21.8,35.6,24.0,16.7,24.6,10.9,0.54761,0.35792,0.0999,0.06463,0.02763,0.12876,54.62,0.0,54.82,20.7,0.75,0.22368,0.02368,0.02895,0.01053,0.0,0.0,0.0,0.00263,50.7,0.0,28.95,5.26,71.58,27.63,0.05263,0.01842,0.0,0.14737,0.11842,0.03421,0.0,0.21316,0.0,0.39737,0.01061,23.3,1.86,0.44,0.09941,0.0259,0.14307,0.196,0.581,0.655,0.01771,0.01576,0.37942,53.8,4.3,0.14644,0.03328,0.03021,0.06093,0.03175,0.00102,0.26933,0.07424,0.27599,0.41219,0.39119,51.79,0.29224,63.41,0.18726,41.42,0.13989,41.39,36.46,0.06482,37.18,0.31551,36.35,0.00942,38.24,0.0,,0.02078,41.33,0.00776,57.14,0.04404,33.96,0.00305,27.27,0.0036,53.85
Bam Adebayo,81.0,F-C,MIA,55,1792,3630,23.1,0.5,40.0,34.4,19.3,28.2,37.0,25.5,0.68127,0.65923,0.05647,0.0595,0.0405,0.2876,56.14,0.0,75.15,23.8,0.45035,0.37762,0.16364,0.08671,0.18601,0.0,0.00559,0.0028,0.00559,39.2,0.0,37.2,19.16,53.01,46.99,0.14406,0.08671,0.02378,0.18042,0.16783,0.05734,0.0,0.21818,0.0,0.07832,0.05455,22.7,2.65,1.45,0.07879,0.05565,0.11736,0.538,0.52,0.92,0.01923,0.01653,0.31138,38.4,5.8,0.101,0.04353,0.02455,0.07478,0.02846,0.00167,0.14955,0.08873,0.30413,0.44978,0.44699,53.87,0.26213,66.96,0.16965,44.34,0.11495,37.68,32.81,0.12504,35.16,0.32758,32.11,0.02703,33.73,0.00977,53.33,0.00619,36.84,0.01009,48.39,0.04461,40.88,0.00261,50.0,0.00423,23.08
LaMarcus Aldridge,83.0,F-C,BKN,47,1050,2213,23.8,7.4,21.4,26.4,7.6,10.6,20.9,24.7,0.48712,0.46453,0.05242,0.02395,0.01988,0.27429,57.77,30.43,87.25,14.7,0.22926,0.22052,0.44978,0.34279,0.20524,0.03057,0.06987,0.09825,0.00218,25.2,0.0,23.8,9.61,72.93,27.29,0.04367,0.0,0.0,0.37991,0.16812,0.18777,0.0,0.1048,0.0,0.09825,0.00723,18.8,1.7,0.57,0.08089,0.05603,0.0845,0.642,0.645,1.043,0.01758,0.01582,0.24571,42.6,5.6,0.09429,0.01333,0.04476,0.0381,0.01429,0.0,0.28476,0.09048,0.23714,0.40571,0.45143,52.81,0.2996,64.73,0.167,40.0,0.14606,43.0,32.56,0.09272,33.87,0.29212,32.42,0.0334,40.3,0.0,,0.01296,30.77,0.01196,41.67,0.04038,40.74,0.0,,0.0,
Nickeil Alexander-Walker,77.0,G,UTA,64,1460,3004,25.5,31.5,16.4,13.9,20.6,29.9,16.2,21.3,0.59953,0.67377,0.00366,0.06292,0.03096,0.22936,43.27,31.04,74.31,11.7,0.27622,0.12703,0.10635,0.01034,0.12851,0.12408,0.36337,0.36928,0.11965,60.1,11.5,22.9,32.05,48.3,50.22,0.15066,0.0325,0.24963,0.0,0.0,0.31019,0.09601,0.02363,0.07238,0.02216,0.15446,39.7,3.24,2.53,0.01032,0.0,0.01897,0.774,0.0,0.719,0.02127,0.01681,0.12808,24.6,6.9,0.01712,0.03151,0.01575,0.07397,0.02123,0.00137,0.08151,0.05616,0.28836,0.40274,0.43836,52.89,0.27684,67.31,0.18328,41.0,0.13113,38.89,37.68,0.10046,43.51,0.30713,35.96,0.00882,39.13,0.05061,46.21,0.00422,45.45,0.00422,72.73,0.05138,43.28,0.01265,27.27,0.0115,26.67
Grayson Allen,76.0,G,MIL,66,1805,3842,16.8,26.3,9.3,12.7,10.8,14.0,8.9,17.0,0.28917,0.33056,0.00442,0.03358,0.01119,0.19079,53.33,40.87,86.49,8.7,0.17575,0.10193,0.04042,0.00176,0.06503,0.18102,0.50088,0.53954,0.14236,35.4,8.8,22.67,16.17,69.6,30.4,0.19508,0.0,0.08787,0.03339,0.0,0.40422,0.11248,0.02812,0.10018,0.01406,0.07522,48.1,2.04,1.31,0.00469,0.0,0.01692,0.444,0.0,0.677,0.01968,0.01718,0.12299,15.8,8.7,0.01773,0.02548,0.00997,0.05319,0.02438,0.00166,0.08199,0.11579,0.27091,0.40609,0.36731,53.41,0.24831,64.14,0.16662,44.27,0.13312,44.81,34.81,0.09609,34.56,0.35527,34.9,0.00646,54.55,0.02527,43.02,0.00764,50.0,0.005,52.94,0.06847,38.63,0.01822,43.55,0.01469,42.0
Jarrett Allen,82.0,C,CLE,56,1810,3674,17.1,0.9,30.3,35.2,9.5,20.1,31.8,22.4,0.54409,0.39657,0.0528,0.03484,0.02559,0.24605,68.79,10.0,70.82,18.3,0.68807,0.23853,0.05505,0.05321,0.00917,0.01101,0.00734,0.01468,0.00367,26.6,100.0,30.28,1.1,72.84,26.79,0.07523,0.02752,0.0,0.19633,0.13211,0.04404,0.0,0.34128,0.0,0.16514,0.01688,27.4,1.67,0.33,0.08873,0.03702,0.18372,0.479,0.684,0.972,0.0187,0.01568,0.3326,47.2,4.9,0.07459,0.02431,0.04144,0.04254,0.02818,0.0,0.28122,0.08343,0.28453,0.40773,0.35912,49.93,0.33553,57.59,0.15998,42.13,0.13062,40.14,34.88,0.10575,37.39,0.26723,33.74,0.02157,43.06,0.00539,55.56,0.01408,36.17,0.01528,47.06,0.04104,37.23,0.0,,0.00389,23.08
Kyle Anderson,81.0,G-F,MEM,66,1416,3053,16.2,11.0,14.3,25.2,22.5,14.5,13.5,14.5,0.52768,0.42254,0.01343,0.06518,0.02227,0.15952,47.38,32.35,62.63,12.8,0.33632,0.33632,0.09865,0.02691,0.17713,0.10538,0.12332,0.19058,0.02691,49.7,3.0,28.03,29.37,44.62,55.38,0.20628,0.05381,0.10987,0.02242,0.0,0.3296,0.03139,0.07848,0.02691,0.1009,0.07992,30.7,2.56,1.5,0.02489,0.00262,0.04225,0.697,0.25,0.736,0.01834,0.01602,0.25,35.6,6.2,0.0339,0.05155,0.03037,0.09463,0.02401,0.00071,0.1363,0.09393,0.33475,0.39901,0.47387,54.31,0.32267,65.47,0.16654,43.29,0.13724,41.29,34.74,0.06592,40.35,0.30378,33.88,0.00964,40.0,0.03315,50.0,0.00848,31.82,0.00617,75.0,0.0559,47.59,0.01118,37.93,0.00308,62.5
Giannis Antetokounmpo,83.0,F,MIL,65,2138,4599,30.8,13.8,62.8,35.5,33.0,34.2,57.8,36.4,0.621,0.70015,0.03131,0.09437,0.04653,0.42248,61.56,29.79,72.01,27.5,0.4702,0.17964,0.1697,0.00745,0.21358,0.00497,0.19123,0.0447,0.14321,56.9,57.1,32.7,43.21,27.73,72.19,0.24752,0.19205,0.07119,0.07699,0.12666,0.09851,0.01242,0.0803,0.0,0.05712,0.1646,33.3,3.68,2.55,0.05719,0.06523,0.09567,0.608,0.563,0.939,0.01794,0.01492,0.35267,32.4,5.0,0.0463,0.03181,0.0421,0.05192,0.029,0.00047,0.17774,0.1043,0.2638,0.46492,0.41768,52.36,0.24043,63.21,0.1699,44.08,0.14009,43.94,35.63,0.09598,38.13,0.35216,35.03,0.0126,44.23,0.00848,51.43,0.0143,50.85,0.00606,56.0,0.05187,43.46,0.00533,13.64,0.00436,33.33
Carmelo Anthony,79.0,F,LAL,69,1793,3862,22.2,30.8,17.3,17.9,7.8,11.6,16.0,21.9,0.37701,0.41455,0.01295,0.02227,0.01528,0.23796,52.15,37.53,83.02,14.4,0.11895,0.0816,0.25035,0.04564,0.2462,0.10373,0.44537,0.4758,0.06501,51.8,8.1,25.73,11.89,65.84,34.16,0.17842,0.07607,0.03043,0.05533,0.15353,0.34716,0.02213,0.02766,0.04979,0.04288,0.01191,17.4,1.89,0.68,0.01295,0.04557,0.02926,0.36,0.699,1.062,0.01618,0.01502,0.16062,34.7,6.2,0.06023,0.02621,0.029,0.04406,0.01227,0.0,0.10708,0.09147,0.26436,0.41495,0.52538,54.45,0.33048,67.08,0.1608,40.07,0.11351,38.02,33.68,0.08602,36.77,0.30624,33.11,0.0136,32.61,0.00739,36.0,0.00443,66.67,0.00916,45.16,0.04877,35.15,0.00473,37.5,0.00384,46.15
Cole Anthony,75.0,G,ORL,65,2059,4283,24.0,24.8,31.0,17.8,35.7,21.9,29.2,23.5,0.8354,0.96965,0.00257,0.10226,0.03969,0.24796,43.19,33.76,85.38,20.3,0.19737,0.21382,0.16338,0.00439,0.22259,0.03838,0.38487,0.24781,0.17105,76.0,33.3,15.35,54.39,32.79,67.21,0.20724,0.08443,0.36952,0.0,0.0,0.18202,0.08224,0.01974,0.01754,0.01535,0.17114,43.4,4.99,4.41,0.00444,0.00023,0.00981,0.421,2.0,0.786,0.02057,0.01632,0.16901,17.2,6.8,0.00437,0.02234,0.00826,0.04031,0.02283,0.0034,0.07237,0.07528,0.25546,0.3662,0.45556,51.12,0.26908,61.4,0.18384,41.65,0.14529,44.04,36.85,0.0952,40.22,0.30527,35.91,0.00918,45.71,0.06242,44.12,0.00446,41.18,0.01023,46.15,0.05035,38.54,0.01547,42.37,0.01101,47.62
OG Anunoby,79.0,F,TOR,47,1703,3442,21.7,25.7,16.8,16.5,15.5,27.5,16.6,21.0,0.43841,0.4846,0.00552,0.04445,0.02237,0.23649,50.8,36.86,75.0,10.7,0.30233,0.11628,0.12936,0.00727,0.15988,0.1439,0.30814,0.34448,0.1061,52.9,13.0,22.82,29.65,52.91,47.24,0.15698,0.11919,0.07267,0.0218,0.1032,0.33721,0.05233,0.04506,0.03052,0.04797,0.09733,45.4,2.65,1.63,0.01104,0.04096,0.04358,0.737,0.489,0.973,0.01854,0.01682,0.14974,32.9,7.4,0.03699,0.0411,0.01468,0.08045,0.02525,0.00117,0.12331,0.07751,0.34175,0.38109,0.40986,54.94,0.29118,69.25,0.18558,40.88,0.12064,41.64,35.41,0.13705,37.16,0.2635,34.63,0.01572,36.96,0.02563,42.67,0.00376,36.36,0.00854,52.0,0.05878,33.72,0.00684,65.0,0.01162,29.41
Deni Avdija,81.0,F,WAS,80,1927,4001,16.3,21.0,14.8,23.9,16.0,23.4,12.9,15.1,0.55661,0.42589,0.006,0.05074,0.02049,0.16546,52.29,32.0,75.56,15.4,0.30036,0.19604,0.05396,0.01799,0.05396,0.1205,0.32734,0.39928,0.04676,41.3,6.3,22.3,23.02,61.33,38.67,0.1259,0.02878,0.1223,0.01799,0.02698,0.45504,0.05935,0.09173,0.01439,0.03777,0.07598,31.9,2.44,1.6,0.01125,0.007,0.02699,0.556,0.5,0.944,0.0198,0.01657,0.21588,29.3,4.6,0.01816,0.02958,0.02283,0.05345,0.01764,0.0,0.16399,0.09497,0.25947,0.43539,0.47535,51.76,0.24751,66.97,0.21361,41.33,0.15466,41.8,35.53,0.0826,40.0,0.29792,34.7,0.02706,40.0,0.04927,45.66,0.0057,40.0,0.01225,55.81,0.05867,36.41,0.01737,32.79,0.01908,38.81
Deandre Ayton,83.0,C,PHX,57,1678,3516,21.9,1.6,21.5,39.3,7.9,33.0,19.8,23.7,0.44966,0.35637,0.08561,0.02844,0.0256,0.27816,64.5,35.29,74.65,10.9,0.40059,0.41237,0.162,0.18704,0.04271,0.0,0.02504,0.02062,0.00295,19.4,0.0,21.35,1.91,84.83,14.58,0.07216,0.0,0.0,0.30486,0.2268,0.02356,0.0,0.21355,0.0,0.12813,0.00768,11.1,1.53,0.41,0.07736,0.04494,0.17691,0.805,0.886,1.114,0.01715,0.01553,0.34744,41.0,4.7,0.05006,0.02324,0.02265,0.03278,0.01788,0.0,0.29142,0.09178,0.30691,0.35816,0.43683,51.65,0.23156,65.93,0.21495,44.87,0.15267,39.33,34.37,0.08943,37.5,0.31044,33.64,0.01948,40.98,0.0,,0.01789,46.43,0.0099,45.16,0.03928,38.21,0.0,,0.00383,33.33
Marvin Bagley III,83.0,F,DET,48,1146,2359,20.8,12.9,19.3,31.3,6.3,21.9,23.3,20.9,0.48029,0.36075,0.0212,0.01696,0.01653,0.22891,57.88,23.71,66.34,12.4,0.4148,0.29596,0.07175,0.04036,0.04933,0.10538,0.10987,0.20179,0.00897,34.2,8.7,36.55,5.61,65.92,34.08,0.09417,0.04709,0.0,0.11883,0.12556,0.27578,0.0,0.16143,0.0,0.15247,0.04917,18.1,1.68,0.59,0.02289,0.02883,0.10301,0.611,0.647,1.136,0.02018,0.01793,0.29494,42.0,4.7,0.04712,0.0192,0.01571,0.02618,0.01832,0.00349,0.15271,0.15358,0.24782,0.39354,0.49564,53.4,0.30325,66.14,0.16714,43.43,0.13372,37.14,36.63,0.08214,41.28,0.3128,35.42,0.02865,35.0,0.01003,23.81,0.00669,35.71,0.01289,40.74,0.06351,35.34,0.00478,50.0,0.00573,50.0
LaMelo Ball,79.0,G,CHA,73,2364,5079,26.8,28.4,23.3,22.2,38.5,22.0,23.8,25.3,0.88443,0.97184,0.00217,0.13211,0.04588,0.28746,46.51,38.07,86.97,14.2,0.24959,0.19476,0.10638,0.00573,0.19313,0.07283,0.3748,0.2545,0.17512,73.8,23.4,20.54,45.83,35.68,61.46,0.17676,0.06547,0.34943,0.0,0.0,0.21849,0.08183,0.01146,0.02209,0.02782,0.19453,42.6,4.22,3.76,0.00551,0.0002,0.02343,0.571,0.0,0.571,0.01959,0.01616,0.20558,26.1,8.1,0.00592,0.04992,0.01269,0.08503,0.03384,0.0,0.05668,0.05711,0.31726,0.41117,0.47716,55.07,0.3189,64.96,0.15503,43.71,0.10177,41.2,36.43,0.12579,37.3,0.29782,36.15,0.00725,40.62,0.02607,42.61,0.00431,68.42,0.00363,68.75,0.06256,36.23,0.0068,40.0,0.00839,35.14
Lonzo Ball,78.0,G,CHI,35,1212,2530,17.3,32.6,5.7,17.6,28.6,14.1,8.9,16.3,0.80632,0.75652,0.00909,0.08379,0.03241,0.17984,42.28,42.31,75.0,4.6,0.15927,0.0705,0.09138,0.01567,0.1201,0.16188,0.51175,0.50392,0.16449,59.6,15.5,16.19,25.33,63.71,36.29,0.18016,0.01567,0.1906,0.0,0.0,0.46475,0.05483,0.0,0.0,0.02611,0.05613,48.6,3.44,2.63,0.01225,0.00158,0.02055,0.065,0.0,0.635,0.01921,0.01656,0.15677,28.4,8.4,0.01073,0.05281,0.02558,0.09241,0.03218,0.00083,0.10479,0.08993,0.31601,0.36304,0.39356,51.28,0.32835,62.21,0.15308,36.98,0.13859,41.5,36.5,0.09375,43.96,0.28442,34.08,0.01132,72.0,0.06839,38.41,0.0,,0.01178,46.15,0.05616,40.32,0.01178,19.23,0.01313,58.62
Mo Bamba,84.0,C,ORL,70,1796,3743,18.5,20.8,10.9,32.3,9.6,16.7,11.5,19.4,0.498,0.3572,0.03099,0.02404,0.02057,0.19637,55.99,37.5,78.57,7.5,0.33828,0.10891,0.10396,0.0462,0.05776,0.12211,0.32673,0.42904,0.0165,43.3,1.0,13.2,3.3,84.32,15.51,0.11551,0.0198,0.0,0.15017,0.05446,0.28713,0.0264,0.14026,0.0198,0.16667,0.01042,20.5,1.65,0.48,0.02004,0.01069,0.08816,0.493,0.675,1.0,0.01833,0.01638,0.31292,36.4,4.2,0.06626,0.02116,0.06459,0.04009,0.01782,0.0,0.25612,0.10802,0.26058,0.34744,0.45713,49.97,0.25268,63.05,0.17243,36.85,0.15155,42.72,37.7,0.09547,42.81,0.32607,36.51,0.01879,34.92,0.00298,40.0,0.00984,57.58,0.00955,46.88,0.06056,42.86,0.00358,58.33,0.00418,50.0
Desmond Bane,77.0,G,MEM,74,2224,4680,25.0,34.0,14.2,14.5,17.7,21.9,12.2,25.2,0.63376,0.64145,0.0047,0.05684,0.02329,0.28889,48.59,42.94,90.07,10.0,0.1856,0.17267,0.16436,0.02031,0.20868,0.09511,0.38135,0.26685,0.20406,40.7,17.1,41.92,22.44,51.62,48.38,0.22345,0.02124,0.14404,0.0,0.0,0.25577,0.13019,0.0554,0.1265,0.01939,0.08462,31.8,2.74,1.75,0.01068,0.0,0.01496,0.8,0.0,1.014,0.01934,0.0163,0.14883,20.5,7.2,0.00899,0.04002,0.01304,0.05935,0.02473,0.00045,0.09622,0.09353,0.29317,0.41817,0.43615,50.92,0.30165,60.37,0.17386,41.42,0.12779,41.56,35.15,0.06547,38.15,0.33002,34.68,0.0097,35.0,0.05577,39.57,0.00558,39.13,0.00606,40.0,0.05044,37.5,0.01431,40.68,0.01576,35.38
Harrison Barnes,80.0,F,SAC,75,2548,5363,17.9,21.2,32.0,19.0,14.8,19.4,27.8,21.4,0.43707,0.38355,0.00783,0.03878,0.022,0.23494,52.65,39.5,82.97,27.0,0.3128,0.20773,0.04831,0.00242,0.07005,0.1401,0.29106,0.32246,0.09783,43.1,5.0,31.52,22.1,52.17,46.74,0.14734,0.06522,0.08333,0.03623,0.04106,0.34662,0.11232,0.07126,0.0471,0.03744,0.11374,36.2,2.27,1.3,0.01809,0.01585,0.03151,0.34,0.565,0.899,0.01937,0.01641,0.16719,29.3,7.0,0.02786,0.0208,0.00549,0.02747,0.01845,0.00039,0.11852,0.08124,0.26884,0.43642,0.41484,56.47,0.30726,68.4,0.18361,44.86,0.12656,44.26,37.67,0.09253,37.44,0.28859,37.96,0.01183,40.35,0.03465,49.7,0.00519,32.0,0.00602,51.72,0.04564,51.36,0.00996,35.42,0.01079,44.23
Scottie Barnes,79.0,F,TOR,72,2562,5083,19.1,10.8,19.4,23.1,21.3,13.9,21.2,19.5,0.69546,0.61125,0.01535,0.0604,0.02597,0.21857,54.07,30.16,73.24,14.0,0.32495,0.30635,0.16521,0.06236,0.14551,0.06236,0.13676,0.16521,0.03173,57.7,14.0,18.71,34.03,51.09,47.59,0.19584,0.11707,0.05033,0.04267,0.10394,0.19912,0.0186,0.13129,0.0,0.09956,0.06414,25.5,2.85,2.11,0.03207,0.0244,0.0781,0.632,0.605,0.882,0.02028,0.01784,0.21507,37.7,6.5,0.04254,0.03044,0.02147,0.06635,0.01913,0.00117,0.15105,0.10383,0.32748,0.39578,0.41179,53.64,0.29864,66.19,0.17985,41.02,0.11946,41.04,35.43,0.13528,40.03,0.26365,33.39,0.01671,40.0,0.02251,31.68,0.00691,45.16,0.00758,38.24,0.07577,39.12,0.00602,29.63,0.0078,28.57
RJ Barrett,78.0,G-F,NYK,69,2402,4900,27.3,22.8,32.6,17.3,19.4,41.8,27.3,26.2,0.43184,0.55571,0.00143,0.04939,0.03082,0.28327,43.97,34.16,71.64,20.8,0.36824,0.21453,0.07686,0.01014,0.1022,0.08868,0.25084,0.25929,0.07686,60.3,8.7,24.07,42.23,38.6,60.05,0.20017,0.07179,0.25676,0.0,0.02449,0.2973,0.05321,0.02787,0.02618,0.02365,0.17898,30.2,3.27,2.67,0.01449,0.01082,0.02327,0.493,0.509,0.711,0.01998,0.01688,0.16861,22.1,7.3,0.00916,0.0179,0.00666,0.02664,0.02664,0.00083,0.09326,0.0995,0.24188,0.42839,0.4846,53.08,0.3009,63.91,0.14618,43.38,0.12543,38.24,34.64,0.11045,35.07,0.31519,34.75,0.01061,32.61,0.06571,38.6,0.00484,28.57,0.00715,54.84,0.07079,37.13,0.01199,36.54,0.0136,40.68
Will Barton,77.0,G,DEN,70,2247,4651,21.8,27.1,13.4,16.4,20.5,21.8,14.1,19.6,0.56439,0.62589,0.00151,0.07396,0.02666,0.22081,50.33,36.56,79.67,9.5,0.23955,0.15932,0.12203,0.02034,0.13898,0.10621,0.37175,0.29718,0.17853,50.9,23.2,24.29,35.37,46.1,53.79,0.22938,0.08362,0.21469,0.0,0.01017,0.27571,0.06893,0.03842,0.0339,0.03164,0.09224,38.9,3.45,2.55,0.01398,0.00108,0.02215,0.631,0.4,0.767,0.01866,0.01608,0.14953,17.6,6.1,0.00223,0.02403,0.0138,0.04228,0.01246,0.0,0.06854,0.07299,0.25723,0.39653,0.39831,55.25,0.27936,69.81,0.21629,45.47,0.12784,40.08,34.45,0.08942,39.73,0.28347,33.08,0.00604,56.0,0.02852,41.53,0.00387,43.75,0.00652,48.15,0.04882,41.58,0.01063,31.82,0.01402,46.55
Nicolas Batum,80.0,G-F,LAC,58,1436,2987,14.6,26.2,6.9,19.4,14.2,5.3,8.0,15.5,0.52728,0.38902,0.00937,0.03817,0.01272,0.16271,60.34,39.93,65.79,5.2,0.13281,0.03646,0.13281,0.07552,0.07031,0.23177,0.46615,0.61719,0.0651,17.1,2.8,14.84,4.69,84.11,15.1,0.13281,0.0,0.02865,0.06771,0.0,0.52344,0.0625,0.08854,0.04427,0.0,0.01239,51.4,1.44,0.56,0.01707,0.00234,0.02143,0.294,0.429,0.828,0.01818,0.01677,0.1734,28.1,6.3,0.01393,0.039,0.02925,0.08426,0.0195,0.00279,0.14415,0.07033,0.28273,0.37465,0.39415,52.12,0.30906,64.66,0.20282,40.84,0.12073,38.77,35.96,0.08395,39.38,0.28195,35.18,0.01263,35.29,0.03455,45.16,0.00446,41.67,0.0052,57.14,0.04086,36.36,0.01152,41.94,0.00706,42.11
Darius Bazley,80.0,F,OKC,69,1924,4038,18.4,18.7,21.5,24.2,11.2,29.9,19.0,18.1,0.53541,0.43165,0.01808,0.03021,0.02229,0.1845,51.05,29.74,68.82,15.7,0.38675,0.17565,0.02311,0.00924,0.02311,0.1094,0.30354,0.35285,0.05239,36.1,5.0,20.49,23.42,59.17,40.52,0.17565,0.04468,0.06626,0.09245,0.0,0.42835,0.05085,0.07242,0.01387,0.04006,0.09163,30.0,2.34,1.42,0.02031,0.00149,0.04061,0.744,0.667,0.884,0.01934,0.01649,0.22661,29.8,5.3,0.01767,0.03015,0.03638,0.0421,0.02027,0.0,0.1606,0.15125,0.26143,0.35499,0.4132,54.24,0.26166,64.15,0.20499,50.0,0.10602,37.6,35.47,0.10873,41.9,0.31752,33.39,0.02142,35.44,0.03769,44.6,0.00569,38.1,0.01329,63.27,0.07023,38.22,0.01085,37.5,0.01491,43.64
Bradley Beal,76.0,G,WAS,40,1439,2979,29.9,23.8,32.7,14.0,36.5,26.0,28.8,29.1,0.6378,0.83384,0.00671,0.10809,0.04532,0.31151,50.8,30.0,83.25,18.2,0.2594,0.25422,0.21401,0.01427,0.28794,0.06744,0.20493,0.14008,0.1297,63.5,39.7,24.38,53.31,30.48,69.52,0.11543,0.13359,0.33852,0.0,0.00908,0.13748,0.07523,0.05058,0.09209,0.02075,0.2333,36.8,4.43,3.86,0.0188,0.00504,0.02048,0.75,0.533,0.984,0.01997,0.01558,0.13134,26.5,7.9,0.00834,0.02502,0.01042,0.05351,0.03127,0.00486,0.06254,0.06463,0.24948,0.38846,0.47325,51.43,0.26644,67.0,0.22961,40.92,0.16234,40.74,34.76,0.07103,34.92,0.26832,35.01,0.00451,25.0,0.03457,36.96,0.00263,42.86,0.00902,45.83,0.05299,39.01,0.01353,47.22,0.01052,42.86
Malik Beasley,76.0,G,MIN,77,1933,4154,22.5,35.0,6.6,12.7,11.2,16.8,4.5,20.0,0.37482,0.42321,0.00241,0.03635,0.01035,0.22484,43.33,37.9,81.03,5.0,0.10241,0.06988,0.08675,0.01566,0.08313,0.24458,0.49398,0.60361,0.14217,35.2,9.8,20.36,12.89,76.02,23.98,0.18916,0.02169,0.05422,0.0,0.0,0.40602,0.08072,0.02289,0.1747,0.01687,0.03828,40.9,1.98,1.17,0.00818,0.0,0.00843,0.5,0.0,0.629,0.0182,0.0157,0.11536,17.5,9.5,0.0119,0.02121,0.00621,0.03156,0.01552,0.00103,0.04604,0.06777,0.33885,0.42783,0.55561,54.41,0.30014,66.92,0.15758,39.74,0.11457,41.31,35.37,0.12641,37.21,0.29755,35.01,0.00693,33.33,0.01934,38.81,0.00289,50.0,0.00346,66.67,0.05859,36.45,0.01126,43.59,0.01241,46.51
Patrick Beverley,73.0,G,MIN,56,1433,3009,15.8,19.4,17.6,17.7,34.4,14.9,21.4,15.2,0.75274,0.7328,0.0103,0.09638,0.02393,0.17281,48.15,34.75,72.44,17.7,0.18588,0.20471,0.05412,0.00706,0.09882,0.12941,0.42353,0.36,0.16235,73.6,22.0,19.76,33.88,45.18,54.82,0.14118,0.08,0.23059,0.0,0.0,0.40706,0.0,0.02118,0.0,0.04235,0.10402,47.3,4.07,3.12,0.01628,0.00066,0.01795,0.306,0.0,0.593,0.01834,0.01532,0.16329,20.5,8.9,0.00488,0.04606,0.03489,0.097,0.03489,0.01326,0.0656,0.05304,0.34334,0.4529,0.50872,55.37,0.30175,67.44,0.15456,41.21,0.11301,42.27,33.3,0.13825,35.39,0.29165,32.36,0.00427,36.36,0.04272,40.91,0.00311,50.0,0.00466,33.33,0.05942,31.37,0.01476,31.58,0.00738,36.84
