PLAYER,H,POS,TEAM,GP,MIN,POSS,%FGA,%3PA,%FTA,%REB,%AST,%BLKA,%PFD,%PTS,PassesMade/POSS,PassesReceived/POSS,ScreenAssists/POSS,ASTAdj/POSS,TOV/POSS,PTS/POSS,2P%,3P%,FT%,%PTSFT,%RA_FGA,%PT_nonRA_FGA,%MR_FGA,%cns_2FGA,%pullup_2FGA,%Corner3_FGA,%ATB3_FGA,%cns_3PA,%pullup_3PA,2FGM%UAST,3FGM%UAST,%dr_1_2_fga,%dr_3plus_fga,%tch_0_2_fga,%tch_2plus_fga,%trsn_FGA,%iso_FGA,%pnrbh_FGA,%pnrrm_FGA,%postup_FGA,%spotup_FGA,%handoff_FGA,%cuts_FGA,%offscrn_FGA,%putbk_FGA,DRIVES/POSS,drives_PASS%,Avg Sec PerTouch,Avg Drib PerTouch,ElbowTouches/POSS,PostUps/POSS,PaintTouches/POSS,PTS PerElbow Touch,PTS PerPost Touch,PTS PerPaint Touch,Dist. Miles Off/POSS,Dist. Miles Def/POSS,REB/MIN,ContestedREB%,AVG REBDistance,Box Outs/MIN,STL/MIN,BLK/MIN,Deflections/MIN,Loose BallsRecovered/MIN,ChargesDrawn/MIN,Contested2PT Shots/MIN,Contested3PT Shots/MIN,OppTOV/MIN,OppPF/MIN,OppFTA/MIN,Opp2P%,%opp_RA_FGA,opp_RA_FG%,%opp_PT_nonRA_FGA,opp_PT_nonRA_FG%,%opp_MR_FGA,opp_MR_FG%,Opp3P%,%opp_Corner3_FGA,opp_Corner3_FG%,%opp_ATB3_FGA,opp_ATB3_FG%,%opp_iso_FGA,opp_iso_FG%,%opp_pnrbh_FGA,opp_pnrbh_FG%,%opp_pnrrm_FGA,opp_pnrrm_FG%,%opp_postup_FGA,opp_postup_FG%,%opp_spotup_FGA,opp_spotup_FG%,%opp_handoff_FGA,opp_handoff_FG%,%opp_offscrn_FGA,opp_offscrn_FG%
Karl-Anthony Towns,83.0,F-C,MIN,73,2443,5159,26.1,17.0,37.1,31.6,20.3,37.9,37.8,29.8,0.53382,0.62008,0.04439,0.06183,0.04342,0.34832,58.42,40.67,82.47,21.2,0.38043,0.22074,0.0995,0.0301,0.05936,0.02759,0.27174,0.23913,0.04515,46.6,11.6,38.38,12.12,51.67,48.16,0.1112,0.13211,0.01756,0.13378,0.13043,0.22157,0.02592,0.05936,0.05769,0.08946,0.11184,24.6,2.22,0.85,0.05369,0.08005,0.06358,0.715,0.475,0.96,0.01642,0.01566,0.29226,42.4,5.3,0.06713,0.02947,0.03397,0.05403,0.02456,0.0,0.20344,0.07614,0.31805,0.45518,0.48997,55.22,0.30351,67.58,0.15791,40.79,0.11452,42.19,34.65,0.1295,36.79,0.293,33.82,0.01409,39.68,0.00201,44.44,0.01722,33.77,0.01096,36.73,0.03914,41.71,0.0,,0.00246,9.09
Gary Trent Jr.,77.0,G-F,TOR,68,2379,4773,23.2,31.6,18.6,8.6,13.0,17.0,15.8,22.5,0.3348,0.4714,0.0021,0.03478,0.01467,0.25979,44.66,38.09,85.07,13.8,0.10878,0.15744,0.22615,0.00191,0.28149,0.10401,0.40363,0.30153,0.19275,60.0,23.6,26.53,37.69,40.65,57.35,0.16794,0.07443,0.22424,0.0,0.0,0.2834,0.09447,0.01336,0.08492,0.00954,0.06306,23.9,2.85,2.26,0.00733,0.00105,0.01173,0.429,1.2,0.375,0.01802,0.01615,0.07945,17.9,8.9,0.00504,0.05002,0.00799,0.09668,0.02648,0.00042,0.03447,0.0475,0.33501,0.39933,0.44178,54.91,0.29995,67.98,0.18215,41.97,0.11563,41.21,36.47,0.14224,41.16,0.25641,34.34,0.00943,51.28,0.0283,37.61,0.00387,37.5,0.00363,60.0,0.04983,43.2,0.00871,58.33,0.00895,37.84
P.J. Tucker,77.0,F,MIA,71,1981,3970,12.4,13.2,6.6,21.4,14.1,11.0,10.5,12.0,0.46725,0.35844,0.0272,0.04484,0.01662,0.13577,54.04,41.45,73.77,8.4,0.25234,0.23131,0.06776,0.04439,0.05374,0.40187,0.04673,0.43925,0.01168,18.1,1.2,20.33,6.31,84.81,15.19,0.10514,0.0,0.0,0.07009,0.02804,0.46028,0.0,0.24533,0.0,0.07243,0.0204,43.2,1.78,0.81,0.02116,0.00705,0.04861,0.321,0.536,0.627,0.01929,0.01738,0.19536,36.2,6.6,0.06007,0.02928,0.00757,0.04997,0.02978,0.00505,0.09137,0.12721,0.30893,0.44422,0.47047,53.73,0.25719,66.32,0.16672,45.55,0.12133,37.9,33.46,0.13497,35.6,0.31919,32.71,0.02255,31.58,0.03055,42.72,0.00682,52.17,0.0086,48.28,0.08899,34.67,0.01098,43.24,0.01216,39.02
Myles Turner,83.0,F-C,IND,42,1235,2511,17.6,19.8,21.3,27.1,7.2,12.8,20.6,19.6,0.39865,0.34727,0.03505,0.02071,0.02151,0.21505,66.19,33.33,75.24,14.6,0.29517,0.19593,0.04326,0.03562,0.0458,0.08906,0.37659,0.43511,0.02799,31.7,0.0,21.88,6.36,77.86,22.39,0.09924,0.0,0.0,0.19084,0.12214,0.37405,0.02036,0.07125,0.0,0.07125,0.02987,10.7,1.39,0.49,0.0227,0.02708,0.07129,0.93,0.897,1.045,0.01912,0.01677,0.24049,40.7,5.3,0.08745,0.02267,0.09555,0.05587,0.01377,0.00162,0.30526,0.05992,0.28097,0.37652,0.4332,51.28,0.29257,61.61,0.20109,43.24,0.15942,42.33,37.81,0.07246,38.75,0.2731,37.81,0.02582,42.11,0.0,,0.01404,45.16,0.00589,46.15,0.03668,53.09,0.0,,0.0,
Jonas Valanciunas,83.0,C,NOP,72,2213,4511,23.0,11.1,29.2,39.7,16.2,18.8,31.6,25.8,0.7628,0.62337,0.0634,0.0481,0.03879,0.28641,58.09,36.08,81.63,17.9,0.39502,0.31818,0.1158,0.0855,0.07035,0.00325,0.16775,0.16342,0.0,37.3,1.8,29.76,5.19,66.13,33.12,0.07792,0.02706,0.0,0.22835,0.24459,0.07684,0.0,0.14069,0.02165,0.16558,0.02084,23.4,1.86,0.56,0.05121,0.09865,0.13545,0.593,0.611,1.021,0.018,0.01567,0.37686,43.9,3.8,0.11794,0.01853,0.02711,0.03254,0.02079,0.0,0.2526,0.06688,0.27338,0.41979,0.40172,53.63,0.25899,66.4,0.18653,45.14,0.14136,41.52,36.73,0.09798,38.28,0.31462,36.25,0.01327,46.15,0.0023,55.56,0.02194,40.7,0.01378,53.7,0.03981,37.82,0.00357,35.71,0.00357,71.43
Fred VanVleet,73.0,G,TOR,65,2462,4986,23.7,35.8,21.6,12.8,38.7,19.7,21.1,23.6,0.81247,0.9294,0.00702,0.1083,0.0341,0.26474,43.96,37.69,87.39,14.7,0.12124,0.12306,0.17411,0.00638,0.21513,0.08387,0.49225,0.27347,0.30538,77.5,40.5,18.78,51.32,36.37,63.63,0.16955,0.09298,0.33728,0.02005,0.0,0.17593,0.09207,0.01003,0.05743,0.01185,0.16927,57.7,4.52,4.0,0.00321,0.0004,0.00702,0.438,0.0,0.4,0.02068,0.01602,0.11738,15.6,10.1,0.01868,0.04509,0.01422,0.10317,0.02843,0.00041,0.05565,0.0788,0.33022,0.3749,0.42039,53.17,0.28492,65.31,0.18956,41.49,0.11717,42.57,34.82,0.13527,37.74,0.2703,33.48,0.00905,48.72,0.05081,47.03,0.00325,57.14,0.00905,53.85,0.06241,36.8,0.00742,40.62,0.0065,35.71
Jarred Vanderbilt,81.0,F,MIN,72,1834,3842,10.3,0.8,15.4,35.3,9.5,22.4,16.3,11.4,0.46512,0.20328,0.02108,0.02863,0.01848,0.1317,60.64,15.38,65.12,16.6,0.79213,0.1573,0.01404,0.01124,0.00562,0.02528,0.01124,0.03371,0.00281,30.3,0.0,25.84,6.18,85.39,14.61,0.19944,0.0,0.0,0.08427,0.0,0.05618,0.0,0.36798,0.0,0.26124,0.01093,50.0,1.48,0.63,0.02681,0.00026,0.12311,0.67,0.0,0.666,0.02004,0.01796,0.3337,39.5,5.0,0.02563,0.05234,0.02508,0.10578,0.03544,0.00055,0.14013,0.08397,0.3337,0.4373,0.50927,55.63,0.30403,66.04,0.16285,42.33,0.10084,45.07,33.79,0.13486,34.82,0.29681,33.37,0.01626,51.85,0.01806,38.33,0.00692,52.17,0.00692,52.17,0.06412,33.8,0.01023,35.29,0.01023,35.29
Devin Vassell,77.0,G-F,SAS,69,1876,3999,20.4,28.3,11.9,17.4,12.0,13.1,12.1,18.8,0.41385,0.4051,0.00375,0.04176,0.01375,0.2098,49.6,35.71,82.8,9.2,0.14885,0.16238,0.19621,0.02571,0.25304,0.16238,0.32882,0.43708,0.05413,32.3,3.1,32.34,14.34,66.71,33.29,0.17456,0.0,0.12855,0.0,0.0,0.4479,0.09472,0.04736,0.04736,0.03248,0.07577,36.6,2.07,1.22,0.01175,0.0,0.014,0.979,0.0,0.911,0.02033,0.01713,0.15991,32.0,6.5,0.01386,0.03891,0.02186,0.06823,0.02559,0.00107,0.10341,0.06183,0.30011,0.39339,0.4355,52.11,0.31381,61.86,0.18647,41.88,0.13073,43.07,36.7,0.08234,38.49,0.2841,36.45,0.01075,36.84,0.05263,40.86,0.0,,0.00623,36.36,0.03594,38.58,0.01443,52.94,0.0116,43.9
Gabe Vincent,75.0,G,MIA,66,1560,3171,18.5,25.5,8.7,8.9,25.2,14.0,13.8,16.6,0.74172,0.79912,0.00851,0.08168,0.03059,0.18102,50.0,36.31,81.48,7.6,0.16932,0.08964,0.11753,0.00797,0.14542,0.16135,0.45219,0.38446,0.22908,59.6,20.2,20.72,34.86,51.0,49.0,0.12151,0.06773,0.26693,0.0,0.0,0.32271,0.09163,0.03984,0.05179,0.0,0.10722,56.8,4.51,3.75,0.00378,0.0,0.0123,0.667,0.0,0.564,0.02018,0.01693,0.07885,21.1,10.7,0.02564,0.03974,0.00769,0.07692,0.025,0.00513,0.08141,0.11795,0.31667,0.4,0.46731,52.35,0.25805,64.42,0.17068,44.9,0.12329,37.24,33.94,0.12477,37.09,0.3221,32.87,0.01148,29.03,0.05183,39.29,0.00518,14.29,0.00889,41.67,0.08071,37.16,0.00555,13.33,0.00703,21.05
Nikola Vucevic,82.0,C,CHI,72,2395,4958,26.4,21.6,12.1,37.8,18.4,20.5,15.2,23.2,0.71944,0.63493,0.07039,0.05748,0.02723,0.25857,53.79,31.52,75.63,7.1,0.2622,0.24564,0.20557,0.18728,0.06272,0.01829,0.26655,0.28397,0.00261,28.6,0.0,21.95,9.76,77.26,22.74,0.06185,0.00871,0.0,0.37979,0.16812,0.17073,0.01132,0.09756,0.0122,0.07404,0.03449,43.9,1.58,0.53,0.08935,0.07967,0.08572,0.519,0.476,0.929,0.017,0.01525,0.33361,40.8,4.3,0.09645,0.02923,0.02965,0.06597,0.01879,0.00084,0.23549,0.06263,0.26054,0.3453,0.42714,53.14,0.31016,64.5,0.17298,44.03,0.14889,40.22,37.75,0.08924,43.96,0.27782,35.76,0.01881,47.56,0.00298,53.85,0.02409,42.86,0.01331,44.83,0.04084,39.89,0.0,,0.00206,44.44
Franz Wagner,82.0,F,ORL,79,2429,5070,21.8,15.4,21.6,15.4,18.9,31.7,20.2,22.3,0.46391,0.51755,0.00434,0.05483,0.02347,0.23609,51.14,35.42,86.3,15.7,0.40513,0.27692,0.04,0.01026,0.05744,0.06769,0.21026,0.16615,0.10769,46.9,16.7,30.05,38.77,39.18,60.82,0.17846,0.04718,0.24923,0.02051,0.02256,0.23385,0.08513,0.08,0.03282,0.03282,0.14142,24.1,3.08,2.37,0.01262,0.00572,0.02623,0.906,0.483,0.887,0.02126,0.01704,0.14656,26.1,8.7,0.01688,0.028,0.014,0.06052,0.02388,0.00082,0.09839,0.08687,0.26431,0.38452,0.46274,51.12,0.26823,61.85,0.1786,40.82,0.15006,43.98,36.85,0.09498,38.97,0.30658,36.44,0.01338,40.0,0.03813,38.6,0.00557,40.0,0.00713,53.12,0.05507,39.68,0.0136,34.43,0.01338,38.33
Lonnie Walker IV,76.0,G-F,SAS,69,1585,3391,25.0,32.9,20.6,12.4,16.8,16.9,13.9,22.4,0.35594,0.52905,0.00265,0.05249,0.02094,0.24329,48.14,31.5,77.46,13.4,0.20561,0.11348,0.22163,0.01869,0.24433,0.09746,0.35514,0.35514,0.10547,44.8,13.8,27.37,30.17,50.47,49.53,0.17223,0.04406,0.23498,0.0,0.0,0.34713,0.09346,0.0267,0.06008,0.00935,0.11619,43.1,3.11,2.42,0.00649,0.0,0.0118,0.818,0.0,0.95,0.01825,0.01587,0.11104,21.0,9.1,0.00694,0.02713,0.01199,0.04227,0.02208,0.0,0.06562,0.07382,0.28517,0.39558,0.43849,53.83,0.33873,63.02,0.17944,42.91,0.11599,43.87,34.81,0.07237,40.18,0.29147,33.56,0.00694,42.86,0.03536,40.19,0.0,,0.00463,64.29,0.03966,35.83,0.00991,50.0,0.0119,50.0
P.J. Washington,79.0,F,CHA,63,1714,3634,16.2,20.8,9.9,21.5,14.2,15.1,9.8,15.7,0.55338,0.42708,0.02972,0.04761,0.02229,0.17942,60.09,36.45,71.25,8.7,0.31801,0.09579,0.01341,0.00383,0.01149,0.14751,0.41954,0.5,0.06513,20.9,2.8,21.07,4.02,82.38,16.67,0.16284,0.0,0.0,0.14559,0.03448,0.41379,0.01724,0.08429,0.0,0.0728,0.0432,43.3,1.4,0.57,0.02752,0.00963,0.05283,0.44,0.4,0.906,0.01811,0.01593,0.19428,41.9,5.5,0.05659,0.03267,0.03384,0.07818,0.01692,0.00058,0.17328,0.1091,0.31622,0.41715,0.44866,55.05,0.30691,65.04,0.15186,44.65,0.10538,40.79,36.28,0.13053,37.8,0.30436,35.77,0.01847,46.55,0.00732,39.13,0.007,59.09,0.01528,52.08,0.05985,39.36,0.00382,33.33,0.00446,21.43
Russell Westbrook,75.0,G,LAL,78,2678,5730,25.0,14.5,31.1,23.7,41.8,35.5,27.7,23.4,0.73805,0.81623,0.00297,0.11658,0.05148,0.25148,48.45,29.81,66.67,18.5,0.4339,0.16707,0.1841,0.00568,0.23439,0.04136,0.17356,0.11679,0.0884,76.8,35.4,15.73,63.34,24.49,75.43,0.17113,0.18005,0.27088,0.0,0.06326,0.15734,0.03082,0.05353,0.00973,0.03082,0.23019,46.9,4.89,4.29,0.00977,0.02042,0.03368,0.679,0.393,0.772,0.01759,0.01492,0.21658,29.3,6.8,0.02128,0.02801,0.00747,0.05302,0.02427,0.00336,0.04705,0.05863,0.28715,0.41262,0.47535,54.93,0.31692,66.79,0.16918,43.31,0.12192,40.07,34.97,0.0836,36.34,0.3058,34.94,0.00675,29.41,0.03713,43.32,0.00397,70.0,0.00477,54.17,0.04249,37.85,0.0135,44.12,0.00755,42.11
Coby White,76.0,G,CHI,60,1639,3405,21.2,35.4,12.1,12.7,21.4,15.7,12.6,19.7,0.54919,0.62408,0.00705,0.0652,0.01997,0.22115,50.0,37.79,86.52,10.2,0.21746,0.12381,0.11429,0.00635,0.15873,0.11429,0.42698,0.43175,0.1127,58.0,9.2,19.05,33.81,53.02,46.98,0.14762,0.03968,0.22381,0.0,0.0,0.46984,0.02857,0.0,0.04286,0.0,0.1207,42.6,3.8,3.11,0.00793,0.0,0.00499,0.704,0.0,0.588,0.0185,0.01612,0.11043,21.5,7.9,0.00915,0.01708,0.00671,0.03295,0.02135,0.00122,0.12508,0.0903,0.24771,0.38255,0.49725,53.85,0.32973,65.33,0.17856,44.89,0.13426,37.28,35.82,0.08894,41.83,0.26682,34.09,0.00812,58.33,0.04464,46.97,0.00304,11.11,0.00744,54.55,0.05715,34.32,0.01623,31.25,0.00981,41.38
Derrick White,76.0,G,BOS,73,2141,4468,19.6,24.2,25.2,12.6,29.1,13.4,29.1,19.5,0.59557,0.68778,0.00671,0.09691,0.02596,0.21598,51.42,30.73,86.15,20.5,0.21867,0.24297,0.08951,0.00767,0.14962,0.09591,0.36829,0.35038,0.10486,59.5,16.7,20.33,40.28,45.91,54.09,0.14578,0.01535,0.27749,0.0,0.0,0.33887,0.08184,0.01662,0.05882,0.0,0.1701,46.1,3.88,3.32,0.00604,0.00022,0.01119,0.778,0.0,0.82,0.01981,0.01594,0.11677,25.6,9.3,0.01495,0.02989,0.02709,0.05511,0.02896,0.01168,0.14292,0.08594,0.29893,0.42877,0.43578,51.43,0.30206,61.63,0.20285,41.53,0.14023,43.61,33.33,0.07932,36.84,0.27308,32.64,0.01277,36.54,0.06557,42.7,0.00221,44.44,0.0081,39.39,0.05034,43.41,0.01302,50.94,0.0113,43.48
Hassan Whiteside,84.0,C,UTA,63,1133,2349,15.4,0.0,30.4,43.4,4.5,25.9,32.2,18.4,0.22946,0.20009,0.08344,0.01192,0.02171,0.21967,64.71,,61.64,19.0,0.64706,0.31579,0.03715,0.04334,0.03096,0.0,0.0,0.0,0.0,35.9,0.0,20.74,3.1,74.92,25.08,0.0774,0.0,0.0,0.23529,0.08978,0.02786,0.0,0.22601,0.0,0.31579,0.00553,15.4,1.46,0.31,0.03619,0.02214,0.16177,0.918,0.577,1.124,0.01779,0.01609,0.42365,48.3,4.1,0.07944,0.01942,0.08826,0.03266,0.02471,0.00177,0.38658,0.07855,0.25949,0.4113,0.43689,51.99,0.27308,64.44,0.21202,43.31,0.15577,41.67,36.32,0.08173,39.41,0.27596,35.71,0.01442,43.33,0.0,,0.01971,46.34,0.00385,12.5,0.03558,36.49,0.0,,0.0,
Aaron Wiggins,76.0,G,OKC,50,1209,2546,15.3,15.3,16.7,15.6,11.6,14.9,14.8,15.6,0.31658,0.34682,0.0055,0.03024,0.02121,0.16339,57.29,30.43,72.94,14.9,0.32641,0.24629,0.02077,0.0,0.02671,0.15727,0.24926,0.37389,0.02967,43.9,2.4,23.44,19.58,60.83,39.17,0.21662,0.01484,0.10386,0.0,0.0,0.4273,0.02077,0.09199,0.0,0.07715,0.07973,38.4,2.12,1.47,0.00668,0.00079,0.03181,0.824,1.5,1.0,0.01987,0.01803,0.14723,29.8,7.4,0.01985,0.02481,0.00827,0.05294,0.02151,0.0,0.12655,0.12407,0.25972,0.35153,0.44913,54.18,0.23435,63.82,0.21,50.52,0.11739,41.85,35.12,0.13087,38.87,0.30522,33.62,0.01217,50.0,0.05913,41.91,0.0,,0.00304,71.43,0.06826,38.85,0.01304,53.33,0.01652,31.58
Andrew Wiggins,79.0,F,GSW,71,2267,4700,24.1,21.0,23.1,14.5,12.7,21.9,24.4,23.4,0.42362,0.5117,0.00553,0.04426,0.02298,0.26043,51.24,39.28,64.32,11.9,0.22032,0.21429,0.17706,0.01308,0.20624,0.11268,0.27565,0.30483,0.06841,50.5,10.5,23.64,29.38,50.4,47.89,0.11972,0.08652,0.16298,0.0,0.06539,0.30181,0.06539,0.08551,0.05533,0.04125,0.10319,39.0,2.96,2.15,0.00894,0.02489,0.04128,0.952,0.53,0.912,0.01819,0.01611,0.14071,32.7,6.6,0.02161,0.03352,0.02206,0.04632,0.01676,0.00044,0.12925,0.13542,0.29687,0.37715,0.46581,50.02,0.2279,65.25,0.24025,43.55,0.12182,34.0,33.86,0.10414,39.53,0.30298,32.29,0.0138,35.09,0.0528,41.28,0.00605,28.0,0.00654,40.74,0.06563,40.59,0.01744,31.94,0.01187,40.82
Grant Williams,78.0,F,BOS,75,1819,3711,12.9,17.7,11.9,16.2,7.9,10.0,13.4,14.0,0.4007,0.32525,0.01805,0.02452,0.0159,0.15872,57.14,42.0,90.11,13.8,0.24641,0.1244,0.03828,0.01435,0.02632,0.30622,0.30144,0.54306,0.04306,27.6,1.0,19.62,7.18,79.43,19.86,0.18182,0.0,0.0,0.03828,0.04306,0.54545,0.0,0.0933,0.0,0.04306,0.03126,44.8,1.58,0.55,0.00808,0.00808,0.03476,0.933,0.833,0.969,0.0176,0.01679,0.14458,35.7,6.3,0.06212,0.01979,0.02969,0.04123,0.01869,0.0033,0.19186,0.10445,0.28972,0.41506,0.442,50.65,0.25481,67.13,0.21249,39.97,0.14501,37.35,35.34,0.08642,36.64,0.29772,35.39,0.03226,38.53,0.03107,47.62,0.0071,41.67,0.01273,55.81,0.05653,41.88,0.01036,48.57,0.00533,27.78
Ziaire Williams,81.0,F,MEM,59,1278,2747,15.3,25.9,7.9,9.0,8.3,9.7,9.2,14.5,0.24026,0.29669,0.00255,0.02767,0.0142,0.16454,64.67,30.14,79.17,8.4,0.20466,0.11917,0.11399,0.01813,0.1399,0.29534,0.26166,0.50259,0.04922,19.4,3.0,23.32,9.07,77.2,20.73,0.28497,0.0,0.05699,0.0,0.0,0.40933,0.06477,0.06995,0.0544,0.0,0.02585,32.4,1.86,1.17,0.00874,0.00036,0.02585,0.75,0.0,1.197,0.01715,0.01594,0.0939,15.8,9.5,0.01095,0.02582,0.00939,0.04538,0.01408,0.0,0.10094,0.11268,0.28013,0.39906,0.44523,52.94,0.32925,63.15,0.16626,42.51,0.12418,39.8,33.23,0.06985,38.01,0.30923,32.23,0.01225,46.67,0.05229,50.0,0.00368,11.11,0.00408,80.0,0.0576,40.43,0.01634,35.0,0.01675,39.02
Robert Williams III,81.0,F-C,BOS,61,1804,3666,11.2,0.1,12.2,33.1,13.1,5.9,10.6,14.6,0.45417,0.32597,0.0491,0.0371,0.01718,0.16558,73.84,0.0,72.22,10.7,0.8587,0.11141,0.02717,0.0163,0.00815,0.0,0.00272,0.00272,0.0,30.6,0.0,4.89,0.27,95.11,4.08,0.07065,0.0,0.0,0.16033,0.0,0.0,0.0,0.42391,0.0,0.33152,0.00136,80.0,1.26,0.28,0.02291,0.003,0.14866,0.333,0.364,0.974,0.01724,0.01582,0.32594,50.3,5.5,0.06652,0.03104,0.07428,0.051,0.03769,0.0,0.24945,0.12417,0.29047,0.38636,0.3847,50.0,0.24061,65.74,0.19576,38.24,0.14667,39.88,31.9,0.09727,34.89,0.31848,31.11,0.02848,38.3,0.00545,22.22,0.01,24.24,0.00818,37.04,0.06424,30.66,0.00424,7.14,0.00576,31.58
Christian Wood,81.0,F,HOU,68,2094,4443,23.7,20.1,31.2,37.4,14.9,19.8,32.6,25.7,0.58699,0.49944,0.02881,0.04591,0.02836,0.27414,57.01,38.99,62.35,17.0,0.37244,0.18109,0.06378,0.01367,0.0615,0.0467,0.33485,0.27563,0.09112,39.5,15.3,28.13,17.08,57.29,42.82,0.11617,0.13554,0.01936,0.18451,0.0877,0.20501,0.01822,0.08656,0.06264,0.06948,0.06752,23.3,2.4,1.18,0.04119,0.03309,0.08013,0.617,0.639,1.0,0.01753,0.01517,0.3276,37.3,4.8,0.04632,0.02579,0.03104,0.04011,0.01671,0.0,0.21251,0.12989,0.26886,0.46323,0.47564,55.95,0.31729,68.63,0.16129,42.66,0.11769,39.61,35.84,0.10408,37.77,0.29814,35.42,0.03024,39.17,0.00958,42.11,0.00932,27.03,0.01562,53.23,0.05368,40.38,0.00554,50.0,0.0068,37.04
Delon Wright,77.0,G,ATL,75,1409,2902,10.6,11.0,9.1,17.2,26.6,10.6,11.8,10.5,0.71606,0.653,0.00551,0.07719,0.01551,0.11647,50.99,38.6,85.25,15.3,0.32075,0.17736,0.0717,0.01887,0.06415,0.10566,0.31321,0.29434,0.12453,54.5,18.2,22.26,35.85,47.55,52.45,0.16604,0.04528,0.27925,0.0,0.0,0.31321,0.03396,0.04151,0.0,0.05283,0.09407,54.9,4.55,3.96,0.00379,0.0,0.02205,1.182,0.0,0.672,0.01975,0.01706,0.1533,23.6,7.7,0.01774,0.06388,0.01348,0.1022,0.03407,0.00142,0.08304,0.06388,0.27963,0.43932,0.4159,53.75,0.30223,65.24,0.1666,42.82,0.13838,41.93,35.12,0.0933,39.08,0.29675,34.08,0.01137,34.48,0.05998,41.83,0.0051,23.08,0.0051,53.85,0.05135,45.8,0.0149,34.21,0.01215,35.48
Trae Young,73.0,G,ATL,74,2582,5405,31.1,31.9,43.7,11.8,53.3,36.4,39.4,33.1,0.70749,0.98853,0.00222,0.1593,0.05384,0.38705,50.94,38.18,90.2,23.3,0.19654,0.23784,0.17122,0.00333,0.25183,0.01865,0.37508,0.05063,0.33911,85.3,77.4,14.39,78.55,9.39,90.61,0.12925,0.17655,0.52765,0.0,0.0,0.07928,0.03797,0.00666,0.01133,0.01066,0.23756,38.9,6.28,5.76,0.00315,0.0,0.00944,0.471,0.0,0.667,0.01872,0.01458,0.10728,9.7,10.9,0.00349,0.0275,0.00271,0.04802,0.02363,0.00232,0.02169,0.03796,0.27188,0.43416,0.41479,54.39,0.30373,65.51,0.16294,44.35,0.14493,42.0,37.05,0.09876,39.83,0.28716,36.48,0.0058,35.71,0.04534,46.12,0.00621,36.67,0.00725,48.57,0.04203,40.39,0.01325,45.31,0.00973,48.94
Ivica Zubac,84.0,C,LAC,74,1804,3686,14.5,0.0,33.2,38.2,13.6,30.1,30.3,19.0,0.58383,0.38578,0.08464,0.03717,0.03066,0.20564,62.66,,72.89,21.6,0.64557,0.33544,0.01899,0.03376,0.00633,0.0,0.0,0.0,0.0,27.9,0.0,25.11,5.49,75.95,24.05,0.08017,0.0,0.0,0.2173,0.19831,0.0,0.0,0.25316,0.0,0.24051,0.00461,17.6,1.52,0.48,0.09116,0.04748,0.1758,0.363,0.691,0.889,0.01899,0.01639,0.34424,53.6,4.0,0.10754,0.01996,0.04157,0.02882,0.01885,0.00055,0.3459,0.10089,0.2622,0.36973,0.36585,52.38,0.29085,64.86,0.21242,42.38,0.12032,39.75,37.85,0.0817,41.09,0.29441,37.03,0.02377,37.5,0.00238,37.5,0.01456,61.22,0.00951,25.0,0.05407,46.7,0.0,,0.00208,71.43
