Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
".G. Harris, .W. Carter Jr., .A. Schofield, .H. Gravett, .F. Wagner",ORL,2,15,106.9,127.6,-20.7,50.0,2.0,15.8,21.4,71.4,46.4,0.1,51.9,55.8,94.91,42.5
".G. Hayward, .K. Oubre Jr., .T. Rozier, .M. Bridges, .L. Ball",CHA,8,15,120.0,100.0,20.0,56.3,4.5,17.6,14.3,63.6,44.4,0.1,65.5,68.3,123.84,72.8
".G. Hayward, .T. Rozier, .M. Bridges, .L. Ball, .N. Richards",CHA,5,15,80.0,141.7,-61.7,60.0,1.2,13.3,22.2,84.6,48.4,0.1,42.9,44.4,116.98,20.0
".H. Barnes, .R. Holmes, .B. Hield, .M. Bagley III, .T. Haliburton",SAC,3,15,100.0,119.4,-19.4,61.5,2.67,17.0,30.0,72.2,50.0,0.1,43.9,46.9,101.72,45.8
".H. Barnes, .R. Holmes, .D. Fox, .T. Davis, .T. Haliburton",SAC,5,15,122.2,117.6,4.6,43.8,1.4,15.2,23.1,72.2,51.6,0.1,62.1,67.7,112.34,60.0
".H. Diallo, .S. Bey, .I. Stewart, .S. Lee, .C. Cunningham",DET,6,15,102.8,82.4,20.4,42.9,1.2,12.0,38.1,92.3,58.8,0.1,45.6,48.2,109.45,58.7
".I. Smith, .K. Caldwell-Pope, .K. Kuzma, .D. Avdija, .A. Gill",WAS,3,15,125.0,109.1,15.9,66.7,3.33,22.7,16.7,69.2,44.0,0.1,64.8,68.5,104.72,58.1
".I. Smith, .N. Richards, .K. Jones, .J. Bouknight, .J. Thor",CHA,4,15,111.4,97.1,14.4,73.3,1.83,22.0,30.8,61.1,48.4,0.2,63.5,65.1,107.53,68.0
".I. Thomas, .M. Harrell, .K. Oubre Jr., .P. Washington, .L. Ball",CHA,8,15,111.1,102.7,8.4,78.6,2.2,22.0,26.7,70.6,50.0,0.1,57.4,60.3,115.66,55.3
".J. Brown, .D. White, .D. Theis, .G. Williams, .P. Pritchard",BOS,5,15,80.6,112.5,-31.9,44.4,2.0,10.5,16.7,75.0,40.0,0.1,36.5,43.6,101.93,26.5
".J. Crowder, .C. Payne, .M. Bridges, .D. Ayton, .C. Johnson",PHX,2,15,150.0,91.7,58.3,75.0,4.0,27.3,0.0,68.8,45.8,0.1,83.3,84.5,112.37,69.7
".J. Green, .A. Gordon, .N. Jokic, .M. Morris, .B. Hyland",DEN,8,15,130.6,79.4,51.1,80.0,2.4,23.5,25.0,76.2,57.6,0.1,63.0,70.9,109.46,85.7
".J. Harden, .J. Johnson, .P. Mills, .B. Brown, .N. Claxton",BKN,3,15,89.3,96.8,-7.5,75.0,0.75,16.7,15.4,64.7,43.3,0.3,52.8,54.7,94.09,41.3
".J. Holiday, .D. Sabonis, .D. DiVincenzo, .C. Metu, .D. Mitchell",SAC,3,15,118.8,131.0,-12.3,84.6,2.2,23.9,25.0,83.3,54.2,0.2,70.0,71.0,100.73,52.3
".J. Holiday, .G. Antetokounmpo, .R. Hood, .P. Connaughton, .G. Allen",MIL,5,15,109.1,130.0,-20.9,90.9,3.33,22.2,14.3,91.7,50.0,0.1,52.0,59.4,101.25,49.0
".J. Holiday, .W. Matthews, .K. Middleton, .B. Portis, .P. Connaughton",MIL,6,15,139.3,112.1,27.2,56.3,4.5,20.9,40.0,72.7,53.8,0.1,61.3,62.0,96.85,46.4
".J. Valanciunas, .C. McCollum, .T. Snell, .J. Hayes, .H. Jones",NOP,2,15,87.1,156.7,-69.6,80.0,1.14,18.6,26.7,77.8,45.8,0.2,45.8,48.3,98.48,22.4
".J. Valanciunas, .D. Graham, .N. Alexander-Walker, .N. Marshall, .T. Murphy III",NOP,4,15,103.1,103.0,0.1,70.0,1.0,15.2,41.2,76.5,58.8,0.2,48.1,54.9,106.36,44.7
".K. Blevins, .E. Hughes, .G. Brown III, .K. Johnson, .T. Watford",POR,3,15,116.7,129.0,-12.4,81.8,3.0,20.0,33.3,90.0,53.6,0.1,50.0,55.3,100.62,38.5
".K. Dunn, .D. Eubanks, .C. Elleby, .G. Brown III, .K. Johnson",POR,5,15,136.7,112.1,24.5,73.3,2.75,24.4,40.0,62.5,53.8,0.1,66.0,68.7,102.94,57.7
".K. Durant, .B. Griffin, .P. Mills, .K. Edwards, .D. Duke Jr.",BKN,2,15,126.9,85.2,41.7,58.3,7.0,17.5,36.8,77.8,56.8,0.0,48.4,51.1,84.21,68.3
".K. Durant, .G. Dragic, .K. Irving, .A. Drummond, .S. Curry",BKN,4,15,138.7,106.5,32.3,45.5,2.5,12.5,36.4,78.6,60.0,0.1,59.1,71.9,98.76,72.8
".K. Love, .R. Rubio, .D. Garland, .D. Wade, .I. Okoro",CLE,2,15,106.1,120.7,-14.6,46.2,1.0,13.0,43.8,64.3,53.3,0.2,48.3,54.6,98.65,46.5
".K. Lowry, .J. Butler, .B. Adebayo, .M. Strus, .T. Herro",MIA,3,15,121.2,58.1,63.1,64.3,1.5,19.6,33.3,81.8,64.7,0.2,64.6,69.3,104.25,107.0
".K. Oubre Jr., .T. Rozier, .M. Bridges, .C. Martin, .L. Ball",CHA,8,15,84.8,136.4,-51.5,50.0,1.25,10.9,38.1,72.7,50.0,0.1,35.0,41.2,107.61,18.3
".K. Thompson, .D. Green, .O. Porter Jr., .G. Payton II, .D. Lee",GSW,2,15,100.0,106.7,-6.7,63.6,1.17,15.6,41.2,83.3,58.6,0.2,41.1,48.5,100.75,43.0
".L. Aldridge, .J. Johnson, .P. Mills, .D. Bembry, .K. Edwards",BKN,1,15,106.7,119.4,-12.7,58.3,2.33,16.7,27.8,71.4,46.9,0.1,40.0,47.7,100.5,39.1
".L. Aldridge, .K. Durant, .J. Harden, .P. Mills, .N. Claxton",BKN,1,15,134.4,143.8,-9.4,57.1,2.0,17.4,42.9,73.3,58.6,0.1,55.4,63.8,104.73,49.4
".L. James, .R. Westbrook, .A. Bradley, .S. Johnson, .T. Horton-Tucker",LAL,6,15,114.3,100.0,14.3,63.6,3.5,18.4,20.0,52.4,38.9,0.1,52.0,57.9,97.29,55.3
".L. James, .T. Ariza, .A. Bradley, .A. Davis, .M. Monk",LAL,1,15,87.5,103.2,-15.7,50.0,1.0,15.0,14.3,100.0,58.6,0.2,56.0,54.1,97.97,44.4
".L. Stephenson, .B. Hield, .G. Bitadze, .D. Washington Jr., .T. Taylor",IND,3,15,93.1,93.5,-0.4,63.6,2.33,16.7,28.6,87.5,54.1,0.1,40.3,41.8,93.91,43.1
".L. Stephenson, .J. Lamb, .G. Bitadze, .O. Brissett, .D. Washington Jr.",IND,2,15,131.0,110.3,20.7,71.4,2.0,22.7,41.7,55.6,50.0,0.2,70.0,69.9,92.08,60.6
".L. Stephenson, .K. Sykes, .J. Smith, .D. Washington Jr., .T. Taylor",IND,2,15,125.7,111.8,13.9,66.7,1.33,22.6,54.5,93.3,76.9,0.3,75.9,74.2,108.12,55.4
".L. Williams, .D. Gallinari, .S. Hill, .D. Wright, .J. Collins",ATL,2,15,127.6,78.6,49.0,61.5,2.0,20.5,20.0,86.7,60.0,0.1,71.7,72.2,94.24,76.2
".M. Beasley, .J. Vanderbilt, .J. McLaughlin, .N. Reid, .A. Edwards",MIN,5,15,120.6,100.0,20.6,62.5,2.5,18.9,42.9,57.1,48.6,0.1,55.6,55.6,104.94,59.0
".M. Conley, .H. Whiteside, .B. Bogdanovic, .J. Clarkson, .R. O'Neale",UTA,5,15,113.3,121.4,-8.1,66.7,1.14,16.3,61.1,66.7,63.3,0.2,46.4,49.1,91.86,46.2
".M. Harkless, .A. Len, .B. Hield, .T. Davis, .D. Mitchell",SAC,2,15,119.4,115.6,3.7,78.6,11.0,23.9,27.8,100.0,56.7,0.0,56.7,57.5,103.68,51.3
".M. Harkless, .B. Hield, .D. Jones, .C. Metu, .D. Mitchell",SAC,6,15,105.9,132.3,-26.4,46.2,0.86,14.0,23.1,87.5,47.6,0.2,62.0,65.1,104.12,38.4
".M. Morris Sr., .R. Jackson, .L. Kennard, .A. Coffey, .T. Mann",LAC,3,15,113.8,150.0,-36.2,53.8,0.0,18.4,12.5,53.3,32.3,0.0,53.4,55.2,94.61,36.0
".N. Batum, .M. Morris Sr., .R. Jackson, .I. Hartenstein, .A. Coffey",LAC,4,15,181.5,140.7,40.7,62.5,3.33,26.3,20.0,35.3,31.8,0.1,90.5,93.2,87.96,67.9
".N. Vucevic, .Z. LaVine, .L. Ball, .J. Green, .A. Dosunmu",CHI,7,15,100.0,100.0,0.0,92.3,2.0,24.5,18.8,86.7,51.6,0.2,53.6,56.3,103.98,54.2
".N. Vucevic, .Z. LaVine, .T. Brown Jr., .J. Green, .A. Dosunmu",CHI,5,15,108.1,88.2,19.9,84.6,1.57,22.4,9.1,75.0,51.6,0.2,68.8,73.9,110.29,69.3
".O. Anunoby, .C. Boucher, .G. Trent Jr., .S. Barnes, .D. Banton",TOR,5,15,114.3,122.9,-8.6,62.5,1.67,20.0,42.9,77.8,56.5,0.2,58.3,62.1,114.3,46.0
".P. George, .E. Bledsoe, .M. Morris Sr., .R. Jackson, .T. Mann",LAC,3,15,100.0,117.2,-17.2,66.7,0.0,15.4,19.0,71.4,40.0,0.0,39.7,45.2,91.55,38.1
".P. Siakam, .C. Boucher, .P. Achiuwa, .M. Flynn, .S. Barnes",TOR,3,15,100.0,80.6,19.4,66.7,1.6,19.0,20.0,75.0,51.4,0.2,56.0,57.0,100.77,60.4
".P. Siakam, .O. Anunoby, .P. Achiuwa, .S. Barnes, .D. Banton",TOR,3,15,112.5,106.1,6.4,71.4,2.0,21.3,31.3,80.0,50.0,0.2,56.7,58.3,101.08,50.7
".P. Tucker, .C. Martin, .M. Strus, .T. Herro, .O. Yurtseven",MIA,1,15,144.0,146.2,-2.2,76.9,3.33,22.2,62.5,75.0,67.9,0.1,55.2,56.9,81.07,50.7
".P. Tucker, .M. Morris, .J. Butler, .D. Robinson, .T. Herro",MIA,4,15,126.9,118.5,8.4,58.3,3.5,17.9,42.9,75.0,57.7,0.1,55.8,59.4,87.22,51.5
".P. Watson, .L. Dort, .T. Jerome, .I. Roby, .A. Wiggins",OKC,2,15,123.3,140.0,-16.7,42.9,1.5,15.4,25.0,42.9,34.6,0.1,62.0,65.9,98.07,40.1
".R. Bullock, .K. Porzingis, .D. Finney-Smith, .J. Brunson, .L. Doncic",DAL,5,15,131.3,113.3,17.9,71.4,3.33,22.2,21.4,85.7,53.6,0.1,60.7,63.9,100.36,57.8
".R. Bullock, .S. Dinwiddie, .D. Finney-Smith, .J. Brunson, .L. Doncic",DAL,7,15,129.0,123.3,5.7,50.0,3.0,15.0,27.3,52.4,43.8,0.1,65.2,70.7,95.88,60.0
".R. Bullock, .T. Hardaway Jr., .K. Porzingis, .D. Finney-Smith, .L. Doncic",DAL,6,15,109.7,48.5,61.2,50.0,3.5,17.5,14.3,66.7,43.8,0.1,58.9,58.9,105.46,82.1
".R. Bullock, .T. Hardaway Jr., .K. Porzingis, .J. Brunson, .L. Doncic",DAL,3,15,132.1,92.9,39.3,62.5,3.33,22.7,42.9,84.6,63.0,0.1,61.7,61.7,92.38,64.7
".R. Bullock, .T. Hardaway Jr., .M. Chriss, .L. Doncic, .J. Green",DAL,4,15,103.4,86.7,16.8,66.7,1.6,20.5,20.0,77.8,57.1,0.2,65.9,65.6,96.51,62.1
".R. Gay, .H. Whiteside, .J. Clarkson, .D. House Jr., .J. Butler",UTA,3,15,128.1,108.8,19.3,46.7,2.33,14.9,44.4,78.6,59.4,0.1,54.5,57.5,102.86,51.5
".R. Gay, .M. Conley, .B. Bogdanovic, .R. O'Neale, .D. Mitchell",UTA,3,15,105.6,94.6,11.0,50.0,2.33,15.2,16.7,73.7,45.9,0.1,50.0,54.2,117.3,55.6
".R. Gay, .M. Conley, .R. Gobert, .J. Clarkson, .N. Alexander-Walker",UTA,2,15,112.9,103.2,9.7,50.0,0.86,13.0,52.9,68.8,60.6,0.2,51.7,54.6,99.87,53.8
".R. Holmes, .D. Fox, .D. DiVincenzo, .C. Metu, .D. Mitchell",SAC,4,15,148.6,115.2,33.4,52.4,11.0,20.4,53.3,66.7,60.6,0.0,63.9,67.3,106.67,66.7
".R. Lopez, .T. Ross, .G. Harris, .C. Anthony, .F. Wagner",ORL,5,15,119.4,110.3,9.0,64.7,11.0,22.9,37.5,70.6,54.5,0.0,56.1,56.1,97.85,57.0
".R. Neto, .M. Harrell, .A. Holiday, .D. Avdija, .C. Kispert",WAS,4,15,93.9,82.9,11.1,76.9,1.25,21.3,30.8,78.9,59.4,0.2,54.0,55.2,111.18,61.0
".S. Adams, .T. Jones, .D. Brooks, .J. Jackson Jr., .D. Melton",MEM,10,15,121.2,105.9,15.3,60.0,4.5,18.0,40.0,77.8,51.7,0.1,51.4,53.8,106.73,50.0
".S. Adams, .T. Jones, .D. Brooks, .J. Jackson Jr., .J. Konchar",MEM,6,15,90.9,96.7,-5.8,75.0,2.25,19.6,25.0,78.6,50.0,0.1,50.0,51.2,99.8,51.5
".S. Curry, .A. Wiggins, .K. Looney, .G. Payton II, .D. Lee",GSW,6,15,77.1,122.6,-45.4,40.0,0.8,9.3,19.0,61.5,35.3,0.1,38.3,41.9,102.86,16.7
".S. Curry, .A. Wiggins, .K. Looney, .J. Poole, .J. Kuminga",GSW,8,15,115.2,97.1,18.0,61.5,2.0,17.0,31.6,92.3,56.3,0.1,51.6,55.0,105.52,53.7
".S. Curry, .D. Green, .A. Wiggins, .K. Looney, .M. Moody",GSW,3,15,97.2,80.0,17.2,64.3,1.29,17.0,40.0,84.2,61.5,0.2,48.5,49.7,111.37,62.7
".S. Curry, .J. Embiid, .F. Korkmaz, .M. Thybulle, .T. Maxey",PHI,1,15,100.0,103.1,-3.1,53.8,1.75,17.9,7.1,66.7,40.6,0.1,57.7,57.7,99.07,48.4
".S. Curry, .K. Thompson, .D. Lee, .J. Toscano-Anderson, .J. Kuminga",GSW,3,15,140.0,141.4,-1.4,61.1,3.67,25.0,25.0,56.3,42.9,0.1,70.7,70.3,96.99,50.3
".S. Curry, .N. Bjelica, .O. Porter Jr., .C. Chiozza, .J. Toscano-Anderson",GSW,3,15,87.5,66.7,20.8,72.7,0.89,17.4,40.0,75.0,58.1,0.3,50.0,52.1,102.39,86.2
".S. Gilgeous-Alexander, .D. Bazley, .I. Roby, .V. Krejci, .T. Mann",OKC,2,15,108.6,130.3,-21.7,31.3,1.25,11.6,18.8,76.9,44.8,0.1,56.5,57.2,108.49,38.8
".S. Gilgeous-Alexander, .K. Williams, .D. Bazley, .L. Dort, .J. Robinson-Earl",OKC,10,15,120.0,82.5,37.5,29.4,2.5,9.8,42.3,65.0,52.2,0.1,50.0,51.0,118.75,59.8
".T. Burke, .D. Finney-Smith, .M. Kleber, .L. Doncic, .J. Green",DAL,4,15,111.8,134.4,-22.6,37.5,0.86,14.0,27.3,68.8,51.9,0.2,68.5,69.2,106.71,40.1
".T. Burke, .M. Chriss, .F. Ntilikina, .S. Brown, .J. Green",DAL,3,15,100.0,68.6,31.4,66.7,1.33,16.7,33.3,77.8,53.8,0.2,43.3,47.4,106.67,61.6
".T. Gibson, .A. Burks, .E. Fournier, .R. Barrett, .O. Toppin",NYK,3,15,106.5,83.9,22.6,45.5,1.0,11.6,38.9,73.7,56.8,0.2,41.4,49.4,100.61,55.6
".T. Hardaway Jr., .D. Powell, .D. Finney-Smith, .M. Kleber, .J. Brunson",DAL,6,15,148.1,88.9,59.3,43.8,3.5,17.5,42.9,60.0,51.7,0.1,65.5,66.0,87.67,81.5
".T. Hardaway Jr., .T. Burke, .K. Porzingis, .M. Kleber, .J. Green",DAL,3,15,118.8,96.9,21.9,64.3,4.5,20.5,23.1,86.7,57.1,0.1,61.5,66.3,103.05,59.7
".T. Ross, .G. Harris, .M. Fultz, .W. Carter Jr., .C. Okeke",ORL,3,15,91.2,97.2,-6.0,33.3,0.44,10.0,30.8,73.3,53.6,0.3,50.0,56.1,113.9,33.3
".T. Thompson, .B. Hield, .D. Fox, .C. Metu, .T. Haliburton",SAC,5,15,91.2,97.1,-5.9,46.2,1.2,11.8,50.0,66.7,58.1,0.1,40.0,41.7,105.67,42.0
".T. Thompson, .H. Barnes, .B. Hield, .T. Haliburton, .D. Mitchell",SAC,6,15,112.5,88.2,24.3,42.9,3.0,14.6,28.6,77.8,56.3,0.1,53.7,58.1,103.08,66.4
".T. Thompson, .M. Harkless, .B. Hield, .T. Haliburton, .D. Mitchell",SAC,4,15,107.1,63.3,43.8,60.0,3.0,15.8,21.1,63.2,42.1,0.1,46.6,48.8,94.74,69.5
".A. Drummond, .G. Niang, .F. Korkmaz, .C. Brown Jr., .I. Joe",PHI,4,14,106.5,111.5,-5.1,75.0,2.25,19.6,43.8,73.3,58.1,0.1,50.0,54.9,100.28,53.0
".A. Gordon, .N. Jokic, .M. Morris, .M. Porter Jr., .B. Hyland",DEN,2,14,128.6,85.7,42.9,57.1,4.0,20.0,26.7,66.7,44.4,0.1,58.9,60.5,94.1,66.7
".A. Horford, .D. Schroder, .J. Richardson, .G. Williams, .A. Nesmith",BOS,5,14,116.7,155.6,-38.9,44.4,1.33,12.9,27.3,50.0,39.1,0.1,55.3,62.2,86.57,35.5
".A. Horford, .D. Schroder, .J. Richardson, .J. Brown, .R. Williams III",BOS,5,14,90.0,125.8,-35.8,75.0,2.25,20.5,29.4,90.0,51.9,0.1,46.6,45.9,105.05,33.8
".A. Horford, .D. Schroder, .M. Smart, .J. Richardson, .G. Williams",BOS,5,14,127.6,116.7,10.9,64.3,9.0,20.9,33.3,66.7,48.1,0.0,56.9,60.1,100.43,55.0
".A. Horford, .D. Schroder, .M. Smart, .J. Richardson, .J. Brown",BOS,3,14,124.1,100.0,24.1,70.0,2.33,19.4,0.0,66.7,38.5,0.1,65.8,72.8,101.48,60.9
".A. Len, .B. Hield, .D. Fox, .C. Metu, .D. Mitchell",SAC,3,14,116.1,122.6,-6.5,71.4,2.0,23.8,8.3,58.3,33.3,0.2,66.0,68.4,103.21,45.2
".A. Len, .D. Fox, .C. Metu, .T. Davis, .T. Haliburton",SAC,3,14,100.0,109.4,-9.4,72.7,2.0,19.0,18.8,60.0,38.7,0.1,46.2,50.3,111.18,45.1
".A. Rivers, .W. Barton, .N. Jokic, .M. Morris, .D. Reed",DEN,3,14,112.5,77.4,35.1,69.2,1.5,20.9,18.2,75.0,54.8,0.2,65.2,69.0,107.02,82.0
".A. Wiggins, .K. Looney, .D. Lee, .J. Poole, .J. Kuminga",GSW,8,14,123.1,129.6,-6.6,70.0,1.4,18.4,50.0,80.0,65.0,0.2,60.0,65.6,93.07,45.0
".B. Beal, .M. Harrell, .K. Kuzma, .A. Holiday, .C. Kispert",WAS,4,14,115.4,88.9,26.5,58.3,7.0,18.4,31.3,73.3,51.6,0.0,48.1,51.4,94.22,62.0
".B. Beal, .M. Harrell, .K. Kuzma, .A. Holiday, .D. Avdija",WAS,2,14,114.3,82.1,32.1,23.1,0.75,7.9,46.7,84.6,64.3,0.1,51.9,54.0,94.98,66.7
".B. Griffin, .J. Johnson, .P. Mills, .K. Irving, .B. Brown",BKN,6,14,120.0,96.7,23.3,50.0,2.33,16.7,31.3,55.0,44.4,0.1,56.9,58.5,101.53,56.1
".B. Griffin, .P. Mills, .K. Edwards, .C. Thomas, .D. Duke Jr.",BKN,1,14,53.1,93.8,-40.6,37.5,1.0,7.5,20.8,81.3,45.0,0.1,26.6,26.6,111.17,17.3
".B. Griffin, .P. Mills, .K. Irving, .K. Edwards, .C. Thomas",BKN,2,14,100.0,96.9,3.1,57.1,1.6,19.5,16.7,73.3,48.1,0.2,55.8,57.7,107.39,48.8
".B. Hield, .M. Brogdon, .T. Haliburton, .J. Smith, .I. Jackson",IND,3,14,96.2,104.0,-7.8,66.7,2.0,17.1,21.4,64.3,42.9,0.1,47.7,50.7,86.49,46.4
".B. Wanamaker, .D. Sabonis, .C. LeVert, .O. Brissett, .K. Martin",IND,4,14,121.4,117.9,3.6,42.9,1.5,14.6,46.7,53.8,50.0,0.1,56.9,57.7,97.86,43.6
".B. Wanamaker, .J. Holiday, .M. Turner, .D. Sabonis, .C. LeVert",IND,3,14,87.5,90.6,-3.1,88.9,1.6,19.0,13.3,80.0,46.7,0.2,45.8,52.6,107.41,52.7
".C. Boucher, .S. Mykhailiuk, .Y. Watanabe, .A. Brooks, .D. Banton",TOR,4,14,126.7,100.0,26.7,61.5,1.33,17.8,46.7,66.7,56.7,0.2,59.3,63.2,103.72,57.7
".C. Joseph, .R. McGruder, .T. Lyles, .J. Jackson, .S. Lee",DET,2,14,93.8,83.9,9.9,69.2,1.8,20.0,26.7,90.0,62.9,0.2,55.8,54.9,106.4,59.5
".C. Joseph, .T. Lyles, .J. Jackson, .C. Stanley, .S. Lee",DET,3,14,106.9,148.3,-41.4,83.3,5.0,23.3,28.6,53.3,41.4,0.1,52.0,55.2,99.19,37.7
".C. Paul, .B. Biyombo, .C. Payne, .L. Shamet, .C. Johnson",PHX,4,14,137.5,65.6,71.9,75.0,6.0,26.1,25.0,56.5,45.7,0.1,68.5,73.1,107.16,91.6
".C. Paul, .B. Biyombo, .M. Bridges, .L. Shamet, .C. Johnson",PHX,4,14,119.2,115.4,3.8,53.8,3.5,20.0,22.2,73.3,54.2,0.1,65.9,65.2,90.65,62.2
".C. Paul, .J. McGee, .C. Payne, .M. Bridges, .C. Johnson",PHX,7,14,113.3,103.7,9.6,61.5,1.6,20.0,22.2,57.1,43.5,0.2,65.9,69.0,96.35,68.8
".C. Paul, .M. Bridges, .L. Shamet, .C. Johnson, .J. Smith",PHX,4,14,110.7,150.0,-39.3,53.8,1.75,17.5,29.4,88.9,50.0,0.1,51.7,51.9,100.63,25.0
".D. Augustin, .C. Wood, .G. Mathews, .K. Martin Jr., .J. Christopher",HOU,2,14,115.6,93.5,22.1,78.6,2.75,22.9,35.7,92.9,64.3,0.1,65.4,63.6,106.11,65.8
".D. Bertans, .S. Dinwiddie, .M. Harrell, .D. Avdija, .C. Kispert",WAS,4,14,110.7,112.9,-2.2,66.7,2.0,15.8,25.0,68.8,46.9,0.1,47.7,54.2,100.78,44.2
".D. DeRozan, .D. Jones Jr., .T. Brown Jr., .C. White, .A. Dosunmu",CHI,8,14,93.5,90.6,2.9,50.0,3.0,14.6,23.5,85.7,51.6,0.1,46.6,48.5,107.83,47.9
".D. DeRozan, .T. Bradley, .C. White, .M. Thomas, .M. Hill",CHI,2,14,135.7,134.5,1.2,42.9,0.0,17.6,0.0,54.5,30.0,0.0,67.4,70.5,100.59,50.0
".D. Dedmon, .C. Martin, .D. Robinson, .G. Vincent, .T. Herro",MIA,5,14,71.0,134.5,-63.5,37.5,0.5,7.9,25.0,66.7,40.0,0.2,33.3,41.3,101.86,6.1
".D. Dedmon, .C. Martin, .G. Vincent, .M. Strus, .K. Guy",MIA,3,14,103.6,86.2,17.4,70.0,2.33,18.4,23.1,73.3,50.0,0.1,52.2,56.6,99.58,61.3
".D. Gallinari, .B. Bogdanovic, .K. Huerter, .T. Young, .O. Okongwu",ATL,9,14,100.0,86.7,13.3,66.7,1.6,16.0,45.0,76.9,57.6,0.2,43.3,48.6,109.01,52.2
".D. Howard, .R. Westbrook, .W. Ellington, .A. Davis, .M. Monk",LAL,3,14,164.3,88.9,75.4,42.1,8.0,20.0,44.4,90.0,68.4,0.0,77.8,76.5,93.3,86.9
".D. Howard, .T. Ariza, .R. Westbrook, .T. Horton-Tucker, .A. Reaves",LAL,4,14,71.9,100.0,-28.1,44.4,0.5,10.0,27.8,72.2,50.0,0.3,41.7,43.9,113.08,28.7
".D. Jordan, .J. Harden, .T. Harris, .G. Niang, .S. Milton",PHI,4,14,116.7,144.8,-28.2,69.2,1.8,17.6,60.0,78.6,67.6,0.2,47.0,50.3,100.32,37.7
".D. Lillard, .C. Zeller, .R. Covington, .N. Powell, .A. Simons",POR,9,14,90.6,73.5,17.1,88.9,2.0,18.6,28.6,92.9,60.7,0.1,47.7,56.8,114.46,66.3
".D. Lillard, .R. Covington, .N. Powell, .L. Nance Jr., .N. Little",POR,4,14,100.0,77.1,22.9,54.5,0.67,14.0,33.3,77.3,61.8,0.3,52.2,60.2,114.79,73.3
".D. McDermott, .D. Murray, .J. Poeltl, .L. Walker IV, .D. Vassell",SAS,7,14,100.0,106.3,-6.3,42.9,1.5,13.3,27.8,71.4,46.9,0.1,53.1,53.1,110.6,43.5
".D. Murray, .J. Poeltl, .B. Forbes, .L. Walker IV, .K. Johnson",SAS,6,14,96.7,113.3,-16.7,61.5,2.0,18.2,42.9,83.3,61.5,0.1,51.9,52.0,100.82,50.5
".D. Powell, .K. Porzingis, .F. Ntilikina, .S. Brown, .J. Brunson",DAL,1,14,138.7,75.9,62.8,37.5,2.0,13.6,43.8,82.4,63.6,0.1,53.1,59.1,100.61,79.6
".D. Rose, .M. Robinson, .R. Barrett, .O. Toppin, .I. Quickley",NYK,3,14,93.9,87.1,6.8,40.0,0.57,8.9,47.1,82.4,64.7,0.2,44.4,50.8,106.3,53.7
".D. Russell, .T. Prince, .J. McLaughlin, .N. Reid, .J. McDaniels",MIN,5,14,128.1,103.0,25.1,50.0,0.0,19.0,13.3,66.7,37.0,0.0,58.1,60.9,112.91,54.5
".D. Wright, .J. Collins, .C. Reddish, .O. Okongwu, .S. Mays",ATL,2,14,107.7,73.1,34.6,41.7,2.5,13.2,41.2,100.0,66.7,0.1,44.8,46.9,88.09,61.5
".E. Bledsoe, .L. Kennard, .I. Hartenstein, .A. Coffey, .T. Mann",LAC,5,14,127.3,103.0,24.2,66.7,5.0,20.8,29.4,71.4,48.4,0.1,54.8,59.3,109.37,59.4
".E. Freedom, .D. Schroder, .M. Smart, .J. Tatum, .G. Williams",BOS,4,14,141.4,96.7,44.7,53.3,2.67,20.5,28.6,71.4,60.7,0.1,77.3,80.3,98.56,78.2
".E. Freedom, .J. Richardson, .J. Tatum, .R. Langford, .P. Pritchard",BOS,4,14,142.9,80.8,62.1,72.7,2.67,19.0,42.9,82.4,64.5,0.1,56.0,65.1,91.99,75.7
".E. Gordon, .C. Wood, .G. Mathews, .J. Green, .K. Martin Jr.",HOU,5,14,120.0,106.5,13.5,66.7,4.0,20.0,21.4,69.2,44.4,0.1,58.0,60.3,105.96,50.0
".E. Gordon, .C. Wood, .K. Porter Jr., .J. Green, .K. Martin Jr.",HOU,4,14,107.4,107.7,-0.3,75.0,2.25,23.1,20.0,81.0,55.6,0.1,54.3,54.7,93.02,59.0
".E. Gordon, .D. Augustin, .D. Nwaba, .K. Martin Jr., .A. Sengun",HOU,3,14,117.6,96.9,20.8,66.7,1.43,21.7,18.2,56.3,40.7,0.2,72.9,73.9,114.62,64.2
".G. Dieng, .T. Luwawu-Cabarrot, .K. Knox II, .S. Mays, .J. Johnson",ATL,5,14,77.1,118.2,-41.0,77.8,1.0,15.6,20.0,66.7,47.2,0.2,47.9,50.7,113.33,38.5
".G. Hayward, .K. Oubre Jr., .T. Rozier, .C. Martin, .P. Washington",CHA,5,14,100.0,93.5,6.5,63.6,1.75,16.3,26.3,78.6,48.5,0.1,48.3,49.7,109.96,47.4
".G. Hayward, .M. Bridges, .C. Martin, .L. Ball, .N. Richards",CHA,6,14,122.6,100.0,22.6,75.0,3.0,27.3,11.1,87.5,47.1,0.1,72.0,73.4,107.44,63.6
".G. Hill, .J. Holiday, .G. Antetokounmpo, .R. Hood, .P. Connaughton",MIL,6,14,102.9,83.9,19.1,38.5,1.0,11.1,42.9,87.5,66.7,0.1,53.7,57.3,112.1,68.9
