Lineups,TEAM,MIN,GP,OffRtg,DefRtg,NetRtg
"Jimmy Butler, Dewayne Dedmon, Duncan Robinson, Gabe Vincent, Tyler Herro",MIA,28,4,98.3,114.8,-16.4
"James Harden, Joel Embiid, Georges Niang, Matisse Thybulle, Tyrese Maxey",PHI,28,11,103.8,113.3,-9.5
"James Harden, Patty Mills, .D. Bembry, Bruce Brown, Nic Claxton",BKN,28,2,165.4,139.6,25.8
"Justin Holiday, Domantas Sabonis, Malcolm Brogdon, Oshae Brissett, Chris Duarte",IND,28,4,116.1,91.1,25.0
"Jrue Holiday, Khris Middleton, Bobby Portis, Pat Connaughton, Donte DiVincenzo",MIL,28,7,123.1,126.5,-3.4
"Jonas Valanciunas, CJ McCollum, Brandon Ingram, Herbert Jones, Trey Murphy III",NOP,28,3,135.1,110.5,24.6
"Kevin Love, Cedi Osman, Darius Garland, Isaac Okoro, Evan Mobley",CLE,28,11,127.6,107.5,20.0
"LaMarcus Aldridge, Kevin Durant, James Harden, .D. Bembry, Cam Thomas",BKN,28,7,101.6,110.2,-8.6
"LeBron James, Carmelo Anthony, Russell Westbrook, Talen Horton-Tucker, Austin Reaves",LAL,28,9,100.0,117.7,-17.7
"LeBron James, Russell Westbrook, DeAndre Jordan, Avery Bradley, Anthony Davis",LAL,28,3,98.3,93.4,4.9
"Lou Williams, Danilo Gallinari, Bojan Bogdanovic, Kevin Huerter, Onyeka Okongwu",ATL,28,5,126.8,135.2,-8.4
"Mo Bamba, Moritz Wagner, Cole Anthony, R.J. Hampton, Franz Wagner",ORL,28,4,96.6,120.0,-23.4
"Mike Conley, Rudy Gobert, Jordan Clarkson, Royce O'Neale, Donovan Mitchell",UTA,28,7,98.4,96.8,1.7
"Mason Plumlee, Kelly Oubre Jr., Terry Rozier, Miles Bridges, P.J. Washington",CHA,28,11,91.7,125.9,-34.2
"Raul Neto, Montrezl Harrell, Kyle Kuzma, Rui Hachimura, Deni Avdija",WAS,28,7,118.0,101.7,16.4
"Serge Ibaka, Nicolas Batum, Monte Morris Sr., Reggie Jackson, Amir Coffey",LAC,28,6,93.2,85.5,7.7
"Serge Ibaka, Paul George, Monte Morris Sr., Reggie Jackson, Ivica Zubac",LAC,28,2,112.5,96.4,16.1
"Taj Gibson, Kemba Walker, Evan Fournier, Julius Randle, Quentin Grimes",NYK,28,5,93.1,114.8,-21.7
"Tobias Harris, Andre Drummond, Seth Curry, Matisse Thybulle, Tyrese Maxey",PHI,28,7,108.9,113.6,-4.6
"Zach Collins, Lonnie Walker IV, Keon Johnson, Tre Jones, Joshua Primo",SAS,28,6,115.8,143.5,-27.8
"Andre Drummond, Georges Niang, Furkan Korkmaz, Matisse Thybulle, Isaiah Joe",PHI,27,4,103.5,100.0,3.5
"Bruce Brown, Jevon Carter, Day'Ron Sharpe, Cam Thomas, David Duke Jr.",BKN,27,5,96.4,115.8,-19.4
"Ben McLemore, .D. Smith Jr., CJ Elleby, Nassir Little, Trendon Watford",POR,27,6,91.1,101.8,-10.7
"Clint Capela, Delon Wright, Kevin Huerter, Trae Young, De'Andre Hunter",ATL,27,3,115.5,103.4,12.1
"Cory Joseph, Jerami Grant, Frank Jackson, Saddiq Bey, Isaiah Stewart",DET,27,10,62.3,107.4,-45.1
"Cory Joseph, Kelly Olynyk, Trey Lyles, Josh Jackson, Frank Jackson",DET,27,6,89.7,89.8,-0.2
"CJ McCollum, Willy Hernangomez, Brandon Ingram, Jaxson Hayes, Herbert Jones",NOP,27,4,123.6,105.3,18.4
"Cedi Osman, Jarrett Allen, Darius Garland, Isaac Okoro, Evan Mobley",CLE,27,10,91.7,114.8,-23.1
"Cedi Osman, Lauri Markkanen, Jarrett Allen, Darius Garland, Isaac Okoro",CLE,27,9,128.6,120.0,8.6
"D.J. Augustin, Armoni Brooks, Kenyon Martin Jr., Josh Christopher, Alperen Sengun",HOU,27,7,109.3,121.2,-11.9
"Davis Bertans, Spencer Dinwiddie, Maxi Kleber, Luka Doncic, Josh Green",DAL,27,9,76.7,88.3,-11.7
"DeMar DeRozan, Nikola Vucevic, Tyler Cook, Coby White, Ayo Dosunmu",CHI,27,2,78.4,98.1,-19.7
"Damian Lillard, CJ McCollum, Robert Covington, Norman Powell, Larry Nance Jr.",POR,27,8,117.5,107.0,10.5
"Damian Lillard, Robert Covington, Jusuf Nurkic, Norman Powell, Nassir Little",POR,27,6,110.5,101.8,8.7
"D'Angelo Russell, Malik Beasley, Jarred Vanderbilt, Naz Reid, Anthony Edwards",MIN,27,12,103.2,100.0,3.2
"Dennis Schroder, Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III",BOS,27,7,105.4,94.6,10.7
"Derrick White, Keita Bates-Diop, Lonnie Walker IV, Drew Eubanks, Devin Vassell",SAS,27,9,96.7,96.5,0.2
"Eric Gordon, Christian Wood, Daniel Theis, Kevin Porter Jr., Josh Green",HOU,27,8,101.6,110.0,-8.4
"Gary Harris, Wendell Carter Jr., Cole Anthony, R.J. Hampton, Franz Wagner",ORL,27,7,122.2,90.4,31.8
"Gordon Hayward, Terry Rozier, Miles Bridges, Cody Martin, P.J. Washington",CHA,27,8,98.2,68.3,30.0
"Harrison Barnes, Damian Jones, De'Aaron Fox, Chimezie Metu, Davion Mitchell",SAC,27,5,124.1,86.4,37.7
"Isaiah Thomas, Montrezl Harrell, Kelly Oubre Jr., Jalen McDaniels, LaMelo Ball",CHA,27,8,111.3,81.5,29.8
"Joel Embiid, Georges Niang, Shake Milton, Matisse Thybulle, Tyrese Maxey",PHI,27,11,105.4,128.3,-22.9
"James Harden, Danny Green, Joel Embiid, Georges Niang, Shake Milton",PHI,27,9,151.9,125.4,26.4
"Jonas Valanciunas, Brandon Ingram, Devonte' Graham, Herbert Jones, Trey Murphy III",NOP,27,10,110.5,117.0,-6.5
"Kyle Anderson, Tyus Jones, De'Anthony Melton, Brandon Clarke, Ziaire Williams",MEM,27,11,112.3,96.9,15.4
"Khem Birch, Pascal Siakam, Fred VanVleet, OG Anunoby, Chris Boucher",TOR,27,5,130.2,98.0,32.1
"Kevin Durant, James Harden, Patty Mills, .D. Bembry, Nic Claxton",BKN,27,5,82.5,106.7,-24.2
"Kevin Love, Lauri Markkanen, Darius Garland, Isaac Okoro, Evan Mobley",CLE,27,9,119.3,101.9,17.4
".M. Diakite, Darius Bazley, Ty Jerome, Tre Mann, Josh Giddey",OKC,27,4,81.5,114.8,-33.3
"Nicolas Batum, Ivica Zubac, Luke Kennard, Amir Coffey, Tre Mann",LAC,27,2,113.5,123.1,-9.6
"Patrick Beverley, Karl-Anthony Towns, Taurean Prince, Anthony Edwards, Jalen McDaniels",MIN,27,6,93.5,96.7,-3.2
"Robert Covington, Ivica Zubac, Luke Kennard, Amir Coffey, Tre Mann",LAC,27,4,152.6,103.6,49.1
"Ricky Rubio, Lauri Markkanen, Jarrett Allen, Isaac Okoro, Evan Mobley",CLE,27,8,95.4,91.9,3.4
"Steven Adams, Josh Jackson Jr., Ja Morant, Killian Tillie, Desmond Bane",MEM,27,6,90.9,105.2,-14.3
"Tyus Jones, Josh Jackson Jr., John Konchar, Xavier Tillman, Desmond Bane",MEM,27,7,82.0,94.3,-12.3
"Terrence Ross, Gary Harris, Mo Bamba, Wendell Carter Jr., Cole Anthony",ORL,27,9,115.8,138.2,-22.4
"Will Barton, Aaron Gordon, Nikola Jokic, Bryn Forbes, Monte Morris",DEN,27,7,112.7,108.5,4.2
"Will Barton, Aaron Gordon, Nikola Jokic, Monte Morris, Facundo Campazzo",DEN,27,7,72.7,115.8,-43.1
"Alex Len, Buddy Hield, Marvin Bagley III, Tyrese Haliburton, Davion Mitchell",SAC,26,8,103.6,96.5,7.1
"Carmelo Anthony, Dwight Howard, Russell Westbrook, Malik Monk, Talen Horton-Tucker",LAL,26,9,103.8,122.6,-18.9
"Chris Paul, Mikal Bridges, Landry Shamet, Deandre Ayton, Cameron Johnson",PHX,26,11,100.0,87.5,12.5
"DeMar DeRozan, Nikola Vucevic, Zach LaVine, Alex Caruso, Patrick Williams",CHI,26,8,114.0,103.4,10.6
"DeMar DeRozan, Troy Brown Jr., Tyler Cook, Matt Thomas, Ayo Dosunmu",CHI,26,6,105.5,110.7,-5.3
"Drew Eubanks, CJ Elleby, Elijah Hughes, Brandon Williams, Keon Johnson",POR,26,4,113.7,151.0,-37.3
"Derrick Favors, Kenrich Williams, Aleksej Pokusevski, Tre Mann, Josh Giddey",OKC,26,4,96.2,76.0,20.2
"Danilo Gallinari, Kevin Huerter, Trae Young, De'Andre Hunter, Onyeka Okongwu",ATL,26,8,134.5,110.3,24.1
"DeAndre Jordan, James Harden, Danny Green, Georges Niang, Shake Milton",PHI,26,9,117.0,120.8,-3.8
"Doug McDermott, Dejounte Murray, Jakob Poeltl, Derrick White, Keita Bates-Diop",SAS,26,3,128.3,116.7,11.6
"D'Angelo Russell, Taurean Prince, Jarred Vanderbilt, Naz Reid, Anthony Edwards",MIN,26,6,101.9,111.9,-10.0
"Dennis Schroder, Josh Richardson, Jaylen Brown, Robert Williams III, Grant Williams",BOS,26,9,108.2,122.9,-14.8
"Gary Harris, Mo Bamba, Chuma Okeke, Cole Anthony, Franz Wagner",ORL,26,7,76.8,118.2,-41.4
"Garrett Temple, Jonas Valanciunas, Josh Hart, Devonte' Graham, Herbert Jones",NOP,26,6,107.3,120.0,-12.7
"Harrison Barnes, Buddy Hield, Damian Jones, Chimezie Metu, Tyrese Haliburton",SAC,26,9,73.6,98.3,-24.7
"JaVale McGee, Devin Booker, Cameron Payne, Mikal Bridges, Cameron Johnson",PHX,26,15,103.6,80.7,22.9
"Kevon Looney, Damion Lee, Juan Toscano-Anderson, Jordan Poole, Moses Moody",GSW,26,2,131.5,137.0,-5.6
"LaMarcus Aldridge, Kevin Durant, James Harden, Jalen Johnson, Patty Mills",BKN,26,7,133.9,107.8,26.1
"LeBron James, Carmelo Anthony, Russell Westbrook, Avery Bradley, Malik Monk",LAL,26,8,108.5,96.5,12.0
"LeBron James, Dwight Howard, Russell Westbrook, Avery Bradley, Talen Horton-Tucker",LAL,26,4,111.1,73.6,37.5
"Mo Bamba, Chuma Okeke, Ignas Brazdeikis, Devin Cannady, R.J. Hampton",ORL,26,3,86.8,105.5,-18.7
"Mike Conley, Hassan Whiteside, Bogdan Bogdanovic, Joe Ingles, Royce O'Neale",UTA,26,4,103.9,87.0,16.9
"Maurice Harkless, Alex Len, Buddy Hield, Tyrese Haliburton, Davion Mitchell",SAC,26,9,88.7,82.1,6.5
"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Cody Martin, P.J. Washington",CHA,26,11,103.5,119.3,-15.8
"Mychal Mulder, Moritz Wagner, Chuma Okeke, Ignas Brazdeikis, R.J. Hampton",ORL,26,5,101.9,115.1,-13.2
"Mitchell Robinson, RJ Barrett, Quentin Grimes, Obi Toppin, Immanuel Quickley",NYK,26,6,105.8,121.8,-16.0
"Nicolas Batum, Paul George, Eric Bledsoe, Ivica Zubac, Tre Mann",LAC,26,6,101.9,74.5,27.4
"RJ Barrett, Obi Toppin, Immanuel Quickley, Miles McBride, Jericho Sims",NYK,26,7,111.3,90.6,20.8
"Rudy Gay, Hassan Whiteside, Jordan Clarkson, Royce O'Neale, Donovan Mitchell",UTA,26,11,123.7,119.6,4.1
"Rudy Gobert, Jordan Clarkson, Joe Ingles, Eric Paschall, Trent Forrest",UTA,26,8,80.0,86.8,-6.8
"Seth Curry, Joel Embiid, Georges Niang, Furkan Korkmaz, Tyrese Maxey",PHI,26,11,110.5,92.6,17.9
"Taj Gibson, Alec Burks, Cam Reddish, Obi Toppin, Immanuel Quickley",NYK,26,4,111.5,105.4,6.2
"Tobias Harris, Joel Embiid, Furkan Korkmaz, Charlie Brown Jr., Tyrese Maxey",PHI,26,2,127.3,89.5,37.8
"Terrence Ross, Gary Harris, Mo Bamba, Chuma Okeke, Cole Anthony",ORL,26,14,77.2,76.8,0.4
"Trae Young, Pascal Siakam, Chris Boucher, Gary Trent Jr., Precious Achiuwa",TOR,26,8,105.8,94.2,11.5
"Alec Burks, Evan Fournier, Julius Randle, Immanuel Quickley, Jericho Sims",NYK,25,11,121.8,90.7,31.1
"Andre Drummond, Seth Curry, Georges Niang, Matisse Thybulle, Tyrese Maxey",PHI,25,5,87.0,92.3,-5.3
"Andre Iguodala, Nemanja Bjelica, Otto Porter Jr., Damion Lee, Jordan Poole",GSW,25,6,96.2,103.8,-7.7
"Bradley Beal, Kentavious Caldwell-Pope, Raul Neto, Daniel Gafford, Deni Avdija",WAS,25,7,120.0,94.4,25.6
"Buddy Hield, Tyrese Haliburton, Jalen Smith, Isaiah Jackson, Duane Washington Jr.",IND,25,6,136.0,91.8,44.2
"DeMar DeRozan, Tristan Thompson, Damian Jones Jr., Troy Brown Jr., Coby White",CHI,25,6,105.8,126.4,-20.6
"Dwight Powell, Kristaps Porzingis, Dorian Finney-Smith, Frank Ntilikina, Jalen Brunson",DAL,25,2,120.4,106.3,14.2
"Derrick Rose, Alec Burks, Evan Fournier, Nerlens Noel, Julius Randle",NYK,25,4,66.7,91.8,-25.2
"D'Angelo Russell, Malik Beasley, Taurean Prince, Jarred Vanderbilt, Naz Reid",MIN,25,8,96.4,87.5,8.9
"Eric Gordon, Garrison Mathews, Kenyon Martin Jr., Jae'Sean Tate, Josh Christopher",HOU,25,7,108.6,125.9,-17.3
"Gary Harris, .T. Frazier, Mo Bamba, Wendell Carter Jr., Franz Wagner",ORL,25,3,83.6,88.9,-5.3
"Gordon Hayward, Kelly Oubre Jr., Miles Bridges, Jalen McDaniels, LaMelo Ball",CHA,25,9,134.0,94.4,39.5
"Gordon Hayward, Mason Plumlee, Terry Rozier, Jalen McDaniels, LaMelo Ball",CHA,25,5,113.0,89.7,23.3
"Josh Green, Austin Rivers, Will Barton, Nikola Jokic, Facundo Campazzo",DEN,25,4,88.7,96.3,-7.6
"Josh Green, Davon Reed, Zeke Nnaji, Facundo Campazzo, Bones Hyland",DEN,25,3,92.3,90.9,1.4
"Kyle Anderson, Tyus Jones, De'Anthony Melton, Brandon Clarke, John Konchar",MEM,25,11,118.6,85.2,33.4
"Kevin Love, Cedi Osman, Darius Garland, Lamar Stevens, Evan Mobley",CLE,25,7,88.5,100.0,-11.5
"LeBron James, Dwight Howard, Russell Westbrook, Avery Bradley, Malik Monk",LAL,25,5,128.0,116.0,12.0
"Mike Conley, Rudy Gobert, Jordan Clarkson, Danuel House Jr., Eric Paschall",UTA,25,3,102.0,98.0,4.1
"Mike Conley, Rudy Gobert, Royce O'Neale, Danuel House Jr., Donovan Mitchell",UTA,25,7,125.0,105.2,19.8
"Maurice Harkless, Buddy Hield, Damian Jones, Chimezie Metu, Tyrese Haliburton",SAC,25,5,103.8,85.2,18.7
"Patrick Beverley, Karl-Anthony Towns, Josh Okogie, Anthony Edwards, Jalen McDaniels",MIN,25,7,121.2,100.0,21.2
"Paul George, Reggie Jackson, Luke Kennard, Isaiah Hartenstein, Tre Mann",LAC,25,14,87.5,86.9,0.6
"Patty Mills, Kyrie Irving, Day'Ron Sharpe, Kessler Edwards, Cam Thomas",BKN,25,4,127.3,109.6,17.7
"Pascal Siakam, OG Anunoby, Chris Boucher, Precious Achiuwa, Scottie Barnes",TOR,25,6,102.0,86.3,15.7
"P.J. Tucker, Gabe Vincent, Max Strus, Omer Yurtseven, .M. Garrett",MIA,25,3,122.4,106.0,16.4
"Reggie Bullock, Spencer Dinwiddie, Dwight Powell, Luka Doncic, Josh Green",DAL,25,3,117.0,103.6,13.3
"Rudy Gay, Rudy Gobert, Jordan Clarkson, Joe Ingles, Donovan Mitchell",UTA,25,12,127.1,91.5,35.6
"Ricky Rubio, Cedi Osman, Darius Garland, Dylan Windler, Evan Mobley",CLE,25,4,133.3,100.0,33.3
"Serge Ibaka, Monte Morris Sr., Reggie Jackson, Amir Coffey, Tre Mann",LAC,25,6,114.6,130.8,-16.2
"Tyus Jones, Josh Jackson Jr., De'Anthony Melton, Brandon Clarke, Ziaire Williams",MEM,25,6,129.4,94.5,34.9
"Terrence Ross, Gary Harris, Moritz Wagner, Chuma Okeke, R.J. Hampton",ORL,25,4,86.9,105.1,-18.2
"Terrence Ross, Moritz Wagner, Chuma Okeke, R.J. Hampton, Franz Wagner",ORL,25,8,89.5,118.5,-29.0
"Tristan Thompson, Harrison Barnes, Buddy Hield, De'Aaron Fox, Tyrese Haliburton",SAC,25,9,121.8,111.1,10.7
"Al Horford, Dennis Schroder, Josh Richardson, Jaylen Brown, Jayson Tatum",BOS,24,6,84.6,88.2,-3.6
"Al Horford, Dennis Schroder, Marcus Smart, Jaylen Brown, Grant Williams",BOS,24,5,92.6,86.3,6.3
"Austin Rivers, Josh Green, Aaron Gordon, Nikola Jokic, Monte Morris",DEN,24,7,111.3,84.3,27.0
"Bradley Beal, Raul Neto, Kyle Kuzma, Daniel Gafford, Deni Avdija",WAS,24,8,102.0,73.1,29.0
"Bradley Beal, Raul Neto, Montrezl Harrell, Deni Avdija, Corey Kispert",WAS,24,10,101.8,94.5,7.2
"Bismack Biyombo, Elfrid Payton, Torrey Craig, Aaron Holiday, Ish Wainright",PHX,24,6,84.3,101.9,-17.6
"Bogdan Bogdanovic, Jordan Clarkson, Royce O'Neale, Donovan Mitchell, Eric Paschall",UTA,24,5,125.5,135.3,-9.8
"Bojan Bogdanovic, John Collins, Trae Young, Cam Reddish, De'Andre Hunter",ATL,24,6,92.7,120.8,-28.0
"Ben McLemore, Robert Covington, Jusuf Nurkic, Norman Powell, Anfernee Simons",POR,24,10,76.4,101.8,-25.4
"Carmelo Anthony, Russell Westbrook, Anthony Davis, Malik Monk, Austin Reaves",LAL,24,11,86.9,78.3,8.6
"Carmelo Anthony, Russell Westbrook, Anthony Davis, Malik Monk, Talen Horton-Tucker",LAL,24,7,73.2,92.9,-19.6
"Clint Capela, John Collins, Kevin Huerter, Trae Young, Cam Reddish",ATL,24,7,81.3,122.0,-40.8
"Cory Joseph, Kelly Olynyk, Jerami Grant, Saddiq Bey, Cade Cunningham",DET,24,12,138.9,106.0,32.9
"Chris Paul, Bismack Biyombo, Jae Crowder, Devin Booker, Mikal Bridges",PHX,24,4,121.2,83.7,37.5
"DeMar DeRozan, Nikola Vucevic, Zach LaVine, Damian Jones Jr., Coby White",CHI,24,6,122.6,133.3,-10.7
"DeMar DeRozan, Zach LaVine, Alex Caruso, Lonzo Ball, Josh Green",CHI,24,10,123.2,108.6,14.6
"Damian Lillard, CJ McCollum, Norman Powell, Larry Nance Jr., Nassir Little",POR,24,6,122.0,131.4,-9.4
"D'Angelo Russell, Karl-Anthony Towns, Malik Beasley, Taurean Prince, Anthony Edwards",MIN,24,13,96.7,106.5,-9.7
"D'Angelo Russell, Malik Beasley, Taurean Prince, Jordan McLaughlin, Naz Reid",MIN,24,5,125.5,94.6,30.8
"Dennis Schroder, Christian Wood, Kevin Porter Jr., Josh Green, Alperen Sengun",HOU,24,7,100.0,121.2,-21.2
".F. Kaminsky, Cameron Payne, .A. Nader, Landry Shamet, Cameron Johnson",PHX,24,4,78.9,78.2,0.8
"Gordon Hayward, Kelly Oubre Jr., Miles Bridges, Cody Martin, LaMelo Ball",CHA,24,8,120.4,117.0,3.4
"George Hill, Jrue Holiday, Khris Middleton, Bobby Portis, Pat Connaughton",MIL,24,8,140.4,120.8,19.6
"Garrett Temple, Tomas Satoransky, Willy Hernangomez, Brandon Ingram, Nickeil Alexander-Walker",NOP,24,6,72.5,90.4,-17.8
"Harrison Barnes, De'Aaron Fox, Marvin Bagley III, Chimezie Metu, Tyrese Haliburton",SAC,24,2,140.7,120.8,20.0
"Harrison Barnes, Maurice Harkless, Alex Len, Buddy Hield, De'Aaron Fox",SAC,24,7,107.3,100.0,7.3
"Harrison Barnes, Richaun Holmes, Buddy Hield, Chimezie Metu, Tyrese Haliburton",SAC,24,5,71.2,123.1,-51.9
"Harrison Barnes, Richaun Holmes, Marvin Bagley III, Tyrese Haliburton, Davion Mitchell",SAC,24,3,106.0,133.3,-27.3
"Justin Holiday, Caris LeVert, Torrey Craig, Chris Duarte, Isaiah Jackson",IND,24,5,105.7,120.0,-14.3
"Jakob Poeltl, Bryn Forbes, Derrick White, Keon Johnson, Devin Vassell",SAS,24,7,105.6,80.0,25.6
"Jonas Valanciunas, Devonte' Graham, Jaxson Hayes, Naji Marshall, Herbert Jones",NOP,24,2,112.0,134.7,-22.7
"Kentavious Caldwell-Pope, Spencer Dinwiddie, Montrezl Harrell, Kyle Kuzma, Aaron Holiday",WAS,24,9,100.0,81.8,18.2
"Kevin Durant, Kyrie Irving, Andre Drummond, Bruce Brown, Kessler Edwards",BKN,24,3,176.0,128.8,47.2
"Kyle Lowry, Bam Adebayo, Cody Martin, Gabe Vincent, Max Strus",MIA,24,4,127.1,100.0,27.1
"Kelly Oubre Jr., Terry Rozier, Cody Martin, P.J. Washington, Jalen McDaniels",CHA,24,5,120.0,66.7,53.3
"LaMarcus Aldridge, Jalen Johnson, Patty Mills, Seth Curry, Bruce Brown",BKN,24,4,109.8,132.0,-22.2
"LeBron James, Dwight Howard, .T. Ariza, Russell Westbrook, Austin Reaves",LAL,24,2,70.4,88.7,-18.3
"Lance Stephenson, Jeremy Lamb, Oshae Brissett, Isaiah Jackson, Duane Washington Jr.",IND,24,5,107.3,127.8,-20.5
"Malik Beasley, Taurean Prince, Jordan McLaughlin, Naz Reid, Anthony Edwards",MIN,24,12,113.7,91.4,22.3
"Otto Porter Jr., Andrew Wiggins, Kevon Looney, Damion Lee, Jordan Poole",GSW,24,10,93.9,93.9,0.0
"P.J. Tucker, Jimmy Butler, Bam Adebayo, Gabe Vincent, Max Strus",MIA,24,8,119.2,133.3,-14.1
"Reggie Bullock, Tim Hardaway Jr., Dorian Finney-Smith, Maxi Kleber, Jalen Brunson",DAL,24,9,100.0,105.9,-5.9
"Reggie Bullock, .W. Cauley-Stein, Frank Ntilikina, Sterling Brown, Jalen Brunson",DAL,24,7,132.7,79.6,53.1
"Robin Lopez, Gary Harris, Mychal Mulder, Chuma Okeke, Franz Wagner",ORL,24,2,96.0,92.2,3.8
"Shai Gilgeous-Alexander, Darius Bazley, Aleksej Pokusevski, Tre Mann, Aaron Wiggins",OKC,24,3,121.6,145.1,-23.5
".S. Hill, Clint Capela, John Collins, Kevin Huerter, Trae Young",ATL,24,2,135.4,122.9,12.5
"Tim Hardaway Jr., Kristaps Porzingis, Frank Ntilikina, Sterling Brown, Jalen Brunson",DAL,24,5,134.7,102.0,32.7
"Zach LaVine, Damian Jones Jr., Lonzo Ball, Josh Green, Ayo Dosunmu",CHI,24,6,101.8,94.3,7.5
"Alec Burks, Evan Fournier, Julius Randle, Mitchell Robinson, Quentin Grimes",NYK,23,5,66.7,122.0,-55.3
"Al Horford, Marcus Smart, Jaylen Brown, Jayson Tatum, Payton Pritchard",BOS,23,5,117.0,117.4,-0.4
"Austin Rivers, Aaron Gordon, Nikola Jokic, Monte Morris, Davon Reed",DEN,23,3,136.2,133.3,2.8
"Bam Adebayo, Cody Martin, Duncan Robinson, Gabe Vincent, Max Strus",MIA,23,6,127.7,112.5,15.2
"Bojan Bogdanovic, John Collins, Kevin Huerter, Trae Young, De'Andre Hunter",ATL,23,8,88.0,100.0,-12.0
"Buddy Hield, Malcolm Brogdon, Goga Bitadze, Oshae Brissett, Tyrese Haliburton",IND,23,5,111.5,137.0,-25.5
"Carmelo Anthony, Dwight Howard, Russell Westbrook, Talen Horton-Tucker, Austin Reaves",LAL,23,6,126.1,116.7,9.4
"Chris Paul, JaVale McGee, Cameron Payne, Landry Shamet, Cameron Johnson",PHX,23,9,105.6,121.2,-15.6
"DeMarcus Cousins, Austin Rivers, Josh Green, Davon Reed, Bones Hyland",DEN,23,5,98.0,138.8,-40.8
"DeMar DeRozan, Tristan Thompson, Alex Caruso, Coby White, Patrick Williams",CHI,23,6,121.7,111.1,10.6
"DeMar DeRozan, Tristan Thompson, Coby White, Patrick Williams, Ayo Dosunmu",CHI,23,6,91.5,122.9,-31.4
"DeMar DeRozan, Tristan Thompson, Damian Jones Jr., Alex Caruso, Coby White",CHI,23,5,96.1,96.0,0.1
"Danilo Gallinari, Clint Capela, Delon Wright, Kevin Huerter, Trae Young",ATL,23,4,136.5,132.7,3.8
"Dejounte Murray, Derrick White, Drew Eubanks, Keon Johnson, Devin Vassell",SAS,23,11,118.9,98.0,20.9
"Dejounte Murray, Keita Bates-Diop, Lonnie Walker IV, Drew Eubanks, Devin Vassell",SAS,23,9,113.7,90.9,22.8
"Dejounte Murray, Lonnie Walker IV, Drew Eubanks, Keon Johnson, Devin Vassell",SAS,23,8,105.7,119.2,-13.6
".E. Freedom, Josh Richardson, Jayson Tatum, Aaron Nesmith, Payton Pritchard",BOS,23,3,129.5,104.5,25.0
".E. Freedom, Marcus Smart, Josh Richardson, Jayson Tatum, Romeo Langford",BOS,23,5,95.7,102.1,-6.5
"Eric Gordon, Armoni Brooks, Garrison Mathews, Kenyon Martin Jr., Alperen Sengun",HOU,23,4,90.0,98.0,-8.0
"Eric Gordon, Christian Wood, Garrison Mathews, Jae'Sean Tate, Josh Christopher",HOU,23,6,117.0,122.6,-5.7
"Eric Gordon, Daniel Theis, Garrison Mathews, Josh Green, Jae'Sean Tate",HOU,23,3,94.2,111.8,-17.5
"Gordon Hayward, Kelly Oubre Jr., Cody Martin, LaMelo Ball, Nick Richards",CHA,23,6,88.7,111.3,-22.6
"Gordon Hayward, Kelly Oubre Jr., Terry Rozier, Miles Bridges, P.J. Washington",CHA,23,6,134.8,104.3,30.5
"George Hill, Jrue Holiday, Giannis Antetokounmpo, Bobby Portis, Pat Connaughton",MIL,23,12,116.7,76.5,40.2
"Harrison Barnes, Richaun Holmes, Buddy Hield, Tyrese Haliburton, Davion Mitchell",SAC,23,10,100.0,103.8,-3.8
"Hassan Whiteside, Jordan Clarkson, Joe Ingles, Royce O'Neale, Donovan Mitchell",UTA,23,11,125.9,86.5,39.4
"Jonas Valanciunas, CJ McCollum, Jaxson Hayes, Herbert Jones, Jose Alvarado",NOP,23,5,108.0,103.9,4.1
"Kentavious Caldwell-Pope, Raul Neto, Kyle Kuzma, Deni Avdija, Anthony Gill",WAS,23,5,102.2,120.8,-18.7
"Kevin Love, Darius Garland, Dean Wade, Isaac Okoro, Evan Mobley",CLE,23,4,110.2,93.8,16.5
"Kevin Love, Ricky Rubio, Darius Garland, Lamar Stevens, Evan Mobley",CLE,23,5,100.0,111.4,-11.4
"Kyle Lowry, Bam Adebayo, Cody Martin, Max Strus, Tyler Herro",MIA,23,4,120.0,102.3,17.7
"Kyle Lowry, Cody Martin, Gabe Vincent, Tyler Herro, Omer Yurtseven",MIA,23,3,119.6,97.8,21.7
"Kyle Lowry, Dewayne Dedmon, Duncan Robinson, Gabe Vincent, Max Strus",MIA,23,3,106.5,121.7,-15.2
"Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jordan McLaughlin, Anthony Edwards",MIN,23,12,109.4,91.8,17.6
"LeBron James, Russell Westbrook, Anthony Davis, Stanley Johnson, Malik Monk",LAL,23,2,122.9,112.5,10.4
"Mike Muscala, Shai Gilgeous-Alexander, Luguentz Dort, Josh Giddey, Aaron Wiggins",OKC,23,8,110.0,131.4,-21.4
"Marcus Smart, Jaylen Brown, Jayson Tatum, Derrick White, Robert Williams III",BOS,23,5,128.0,100.0,28.0
"Paul George, Eric Bledsoe, Ivica Zubac, Luke Kennard, Tre Mann",LAC,23,10,75.5,90.7,-15.3
"Paul George, Robert Covington, Luke Kennard, Isaiah Hartenstein, Tre Mann",LAC,23,3,127.3,106.7,20.6
"Pascal Siakam, OG Anunoby, Chris Boucher, Scottie Barnes, Dalano Banton",TOR,23,5,87.8,64.6,23.2
