Lineups,TEAM,MIN,GP,OffRtg,DefRtg,NetRtg
"Derrick Favors, Shai Gilgeous-Alexander, Darius Bazley, Jeremiah Robinson-Earl, Josh Giddey",OKC,16,2,111.8,84.8,26.9
"Danilo Gallinari, Delon Wright, Timothe Luwawu-Cabarrot, Kevin Huerter, Onyeka Okongwu",ATL,16,3,102.9,80.0,22.9
"Draymond Green, Andrew Wiggins, Damion Lee, Jordan Poole, Jonathan Kuminga",GSW,16,5,111.1,100.0,11.1
"Danny Green, Joel Embiid, Georges Niang, Matisse Thybulle, Tyrese Maxey",PHI,16,8,110.8,80.0,30.8
"Danny Green, Tobias Harris, Seth Curry, Joel Embiid, Isaiah Joe",PHI,16,3,105.3,102.6,2.7
"Damion Lee, Chris Chiozza, Juan Toscano-Anderson, Jonathan Kuminga, Moses Moody",GSW,16,5,105.6,69.4,36.1
"Damion Lee, Juan Toscano-Anderson, Jordan Poole, Jonathan Kuminga, Moses Moody",GSW,16,7,109.1,91.4,17.7
"Damian Lillard, Ben McLemore, Robert Covington, Norman Powell, Larry Nance Jr.",POR,16,3,117.1,111.8,5.4
"Damian Lillard, CJ McCollum, Jusuf Nurkic, Norman Powell, Nassir Little",POR,16,5,112.1,123.5,-11.4
"Damian Lillard, Robert Covington, Jusuf Nurkic, Anfernee Simons, Nassir Little",POR,16,8,108.3,100.0,8.3
"D'Angelo Russell, Karl-Anthony Towns, Jarred Vanderbilt, Jaylen Nowell, Anthony Edwards",MIN,16,9,135.1,120.0,15.1
"D'Angelo Russell, Karl-Anthony Towns, Jarred Vanderbilt, Jaylen Nowell, Jalen McDaniels",MIN,16,6,134.5,124.1,10.3
"D'Angelo Russell, Malik Beasley, Jaylen Nowell, Naz Reid, Jalen McDaniels",MIN,16,6,122.2,102.8,19.4
"Domantas Sabonis, Caris LeVert, Malcolm Brogdon, .K. Martin, Chris Duarte",IND,16,5,75.0,100.0,-25.0
"Goran Dragic, Jalen Johnson, Patty Mills, Kyrie Irving, Andre Drummond",BKN,16,5,117.1,119.4,-2.3
"Gordon Hayward, Kelly Oubre Jr., Miles Bridges, Cody Martin, JT Thor",CHA,16,2,116.7,91.7,25.0
"Gordon Hayward, Kelly Oubre Jr., Terry Rozier, P.J. Washington, Jalen McDaniels",CHA,16,3,142.4,108.8,33.6
"Garrison Mathews, Daishen Nix, Kenyon Martin Jr., Josh Christopher, Usman Garuba",HOU,16,3,111.1,129.4,-18.3
"Harrison Barnes, Buddy Hield, De'Aaron Fox, Marvin Bagley III, Davion Mitchell",SAC,16,5,130.6,84.2,46.3
"Harrison Barnes, Justin Holiday, Trey Lyles, Damian Jones, De'Aaron Fox",SAC,16,4,130.6,102.9,27.7
"Harrison Barnes, Maurice Harkless, Buddy Hield, Damian Jones, Tyrese Haliburton",SAC,16,8,102.7,111.1,-8.4
"Harrison Barnes, Richaun Holmes, De'Aaron Fox, Chimezie Metu, Terence Davis",SAC,16,3,105.6,113.5,-8.0
"Ish Smith, Kelly Oubre Jr., Cody Martin, P.J. Washington, Jalen McDaniels",CHA,16,5,118.2,135.5,-17.3
"Jimmy Butler, Bam Adebayo, Cody Martin, Duncan Robinson, Tyler Herro",MIA,16,8,127.0,117.9,9.1
"Jae Crowder, Devin Booker, Mikal Bridges, Aaron Holiday, Deandre Ayton",PHX,16,6,119.4,89.5,30.0
"Jerami Grant, Frank Jackson, Killian Hayes, Isaiah Stewart, Cade Cunningham",DET,16,6,97.1,102.8,-5.6
"Jrue Holiday, DeMarcus Cousins, Khris Middleton, Pat Connaughton, Jordan Nwora",MIL,16,2,139.4,140.6,-1.2
"Justin Holiday, Domantas Sabonis, Caris LeVert, Torrey Craig, Duane Washington Jr.",IND,16,2,112.5,147.1,-34.6
"Justin Holiday, Domantas Sabonis, Caris LeVert, Torrey Craig, Oshae Brissett",IND,16,5,102.9,120.6,-17.7
"Jrue Holiday, Khris Middleton, Giannis Antetokounmpo, Grayson Allen, Jordan Nwora",MIL,16,7,113.5,94.7,18.8
"Jrue Holiday, Wesley Matthews, Giannis Antetokounmpo, Bobby Portis, Grayson Allen",MIL,16,4,108.8,100.0,8.8
"Jrue Holiday, Wesley Matthews, Khris Middleton, Bobby Portis, Jordan Nwora",MIL,16,3,97.1,110.5,-13.4
"Josh Jackson Jr., De'Anthony Melton, Brandon Clarke, John Konchar, Desmond Bane",MEM,16,6,90.2,89.2,1.1
"Jeremy Lamb, T.J. McConnell, Myles Turner, Malcolm Brogdon, Torrey Craig",IND,16,6,100.0,145.5,-45.5
"Jake Layman, Jordan McLaughlin, Jaylen Nowell, Leandro Bolmaro, Nathan Knight",MIN,16,4,78.4,88.6,-10.2
"Jonas Valanciunas, Brandon Ingram, Josh Hart, Kira Lewis Jr., Herbert Jones",NOP,16,5,128.1,108.8,19.3
"Jonas Valanciunas, CJ McCollum, Devonte' Graham, Naji Marshall, Herbert Jones",NOP,16,5,78.4,97.1,-18.8
"Jonas Valanciunas, CJ McCollum, Tony Snell, Devonte' Graham, Herbert Jones",NOP,16,3,118.2,116.7,1.5
"Khem Birch, Fred VanVleet, Chris Boucher, Gary Trent Jr., Scottie Barnes",TOR,16,5,122.2,80.0,42.2
"Khem Birch, Fred VanVleet, Svi Mykhailiuk, Scottie Barnes, Dalano Banton",TOR,16,5,102.9,106.3,-3.3
"Kentavious Caldwell-Pope, Raul Neto, Kyle Kuzma, Anthony Gill, Corey Kispert",WAS,16,7,116.7,134.4,-17.7
"Kevin Durant, Goran Dragic, Patty Mills, Bruce Brown, Nic Claxton",BKN,16,8,94.7,91.7,3.1
"Kevin Durant, James Harden, Jalen Johnson, Patty Mills, Nic Claxton",BKN,16,4,103.4,85.2,18.3
"Kevin Durant, Patty Mills, Kyrie Irving, Andre Drummond, Bruce Brown",BKN,16,4,115.8,105.4,10.4
"Kevin Love, Jarrett Allen, Brandon Goodwin, Dean Wade, Lamar Stevens",CLE,16,4,97.2,87.9,9.3
"Kyle Lowry, Monte Morris, Jimmy Butler, Bam Adebayo, Tyler Herro",MIA,16,5,82.4,97.1,-14.8
"Kelly Olynyk, Rodney McGruder, Hamidou Diallo, Killian Hayes, Saddiq Bey",DET,16,3,117.1,108.6,8.6
"Kelly Oubre Jr., Cody Martin, P.J. Washington, Jalen McDaniels, LaMelo Ball",CHA,16,7,83.9,100.0,-16.1
"Kevin Porter Jr., Garrison Mathews, Kenyon Martin Jr., Josh Christopher, Alperen Sengun",HOU,16,7,97.1,91.2,6.0
"Klay Thompson, Draymond Green, Andrew Wiggins, Jordan Poole, Jonathan Kuminga",GSW,16,3,90.9,141.2,-50.3
"Karl-Anthony Towns, Malik Beasley, Jaylen Nowell, Anthony Edwards, Jalen McDaniels",MIN,16,10,91.7,137.1,-45.5
"Karl-Anthony Towns, Malik Beasley, Jarred Vanderbilt, Anthony Edwards, Jalen McDaniels",MIN,16,5,122.9,118.4,4.4
"Karl-Anthony Towns, Malik Beasley, Taurean Prince, Jaylen Nowell, Jalen McDaniels",MIN,16,7,114.7,94.1,20.6
"LeBron James, Dwight Howard, Russell Westbrook, Wayne Ellington, Talen Horton-Tucker",LAL,16,2,94.1,142.4,-48.3
"Lou Williams, Bojan Bogdanovic, Delon Wright, Onyeka Okongwu, Jalen Johnson",ATL,16,2,125.8,132.3,-6.5
"Mike Conley, Hassan Whiteside, Jordan Clarkson, Eric Paschall, Trent Forrest",UTA,16,3,123.5,71.0,52.6
"Maurice Harkless, Buddy Hield, Damian Jones, Tyrese Haliburton, Davion Mitchell",SAC,16,5,84.6,134.3,-49.7
"Montrezl Harrell, Kelly Oubre Jr., P.J. Washington, Jalen McDaniels, LaMelo Ball",CHA,16,4,122.9,83.8,39.1
"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, P.J. Washington",CHA,16,4,102.9,91.2,11.8
"Mychal Mulder, Mo Bamba, Wendell Carter Jr., Franz Wagner, Jalen Suggs",ORL,16,2,62.5,108.8,-46.3
"Mike Muscala, Kenrich Williams, Darius Bazley, Luguentz Dort, Josh Giddey",OKC,16,8,103.1,102.8,0.3
"Moritz Wagner, Chuma Okeke, Ignas Brazdeikis, Admiral Schofield, .J. Dowtin",ORL,16,2,84.8,115.6,-30.8
"Nicolas Batum, Eric Bledsoe, Ivica Zubac, Luke Kennard, Tre Mann",LAC,16,3,96.9,106.3,-9.4
"Nicolas Batum, Luke Kennard, Isaiah Hartenstein, Amir Coffey, Tre Mann",LAC,16,4,65.7,119.4,-53.7
"Nemanja Bjelica, Andrew Wiggins, Gary Payton II, Damion Lee, Jordan Poole",GSW,16,8,114.3,88.2,26.1
"Nikola Vucevic, Zach LaVine, Alex Caruso, Lonzo Ball, Troy Brown Jr.",CHI,16,2,106.5,112.9,-6.5
"Paul George, Reggie Jackson, Ivica Zubac, Luke Kennard, Amir Coffey",LAC,16,4,108.1,102.8,5.3
"Pascal Siakam, Chris Boucher, Gary Trent Jr., Precious Achiuwa, Dalano Banton",TOR,16,5,135.3,105.4,29.9
"Reggie Bullock, .W. Cauley-Stein, Dorian Finney-Smith, Jalen Brunson, Luka Doncic",DAL,16,5,144.1,94.7,49.4
"Robert Covington, Isaiah Hartenstein, Amir Coffey, Tre Mann, Brandon Boston Jr.",LAC,16,2,133.3,126.5,6.9
"Rudy Gay, Rudy Gobert, Jordan Clarkson, Danuel House Jr., Trent Forrest",UTA,16,6,94.3,100.0,-5.7
"Reggie Jackson, Ivica Zubac, Luke Kennard, Tre Mann, Brandon Boston Jr.",LAC,16,6,131.3,146.7,-15.4
"Reggie Jackson, Robert Covington, Ivica Zubac, Luke Kennard, Amir Coffey",LAC,16,3,150.0,86.7,63.3
"Raul Neto, Montrezl Harrell, Rui Hachimura, Deni Avdija, Corey Kispert",WAS,16,4,119.4,86.2,33.1
"Rajon Rondo, Kevin Love, Cedi Osman, Jarrett Allen, Lamar Stevens",CLE,16,6,91.2,90.9,0.3
"Spencer Dinwiddie, Montrezl Harrell, Rui Hachimura, Deni Avdija, Corey Kispert",WAS,16,6,61.3,109.1,-47.8
"Shai Gilgeous-Alexander, Darius Bazley, Aleksej Pokusevski, Tre Mann, .O. Sarr",OKC,16,5,129.4,72.7,56.7
"Shai Gilgeous-Alexander, Darius Bazley, Luguentz Dort, Isaiah Roby, Josh Giddey",OKC,16,4,76.5,164.7,-88.2
"Tobias Harris, Georges Niang, Furkan Korkmaz, Shake Milton, Paul Reed",PHI,16,4,91.2,90.9,0.3
"Tobias Harris, Joel Embiid, Furkan Korkmaz, Tyrese Maxey, Isaiah Joe",PHI,16,2,109.4,126.7,-17.3
"T.J. McConnell, Myles Turner, Malcolm Brogdon, Torrey Craig, Chris Duarte",IND,16,5,108.6,111.4,-2.9
"Terrence Ross, Wendell Carter Jr., Cole Anthony, R.J. Hampton, Franz Wagner",ORL,16,5,134.4,100.0,34.4
"Terry Rozier, Miles Bridges, Cody Martin, P.J. Washington, Jalen McDaniels",CHA,16,4,97.0,97.0,0.0
"Trae Young, Bryn Forbes, Keita Bates-Diop, Devin Vassell, Tre Jones",SAS,16,3,131.3,145.2,-13.9
"Alec Burks, Cam Reddish, Obi Toppin, Immanuel Quickley, Jericho Sims",NYK,15,2,96.7,128.6,-31.9
"Alec Burks, Evan Fournier, Julius Randle, RJ Barrett, Immanuel Quickley",NYK,15,8,80.0,145.2,-65.2
"Alec Burks, Julius Randle, Mitchell Robinson, Quentin Grimes, Immanuel Quickley",NYK,15,7,103.2,87.1,16.1
"Alec Burks, Julius Randle, RJ Barrett, Immanuel Quickley, Jericho Sims",NYK,15,5,143.8,100.0,43.8
"Alex Len, Buddy Hield, De'Aaron Fox, Marvin Bagley III, Davion Mitchell",SAC,15,6,94.1,105.7,-11.6
"Austin Rivers, Aaron Gordon, Nikola Jokic, Bryn Forbes, Monte Morris",DEN,15,3,159.4,110.0,49.4
"Austin Rivers, Josh Green, Zeke Nnaji, Facundo Campazzo, Bones Hyland",DEN,15,3,93.3,90.3,3.0
"Austin Rivers, Will Barton, Josh Green, .P. Dozier, Bones Hyland",DEN,15,2,87.9,96.8,-8.9
"Ben McLemore, CJ McCollum, Robert Covington, Jusuf Nurkic, Norman Powell",POR,15,3,94.1,138.7,-44.6
"Ben McLemore, .C. Zeller, Tony Snell, Larry Nance Jr., .D. Smith Jr.",POR,15,2,103.3,96.6,6.8
"Ben McLemore, Robert Covington, Jusuf Nurkic, .D. Smith Jr., Nassir Little",POR,15,2,93.8,137.5,-43.8
".B. Wanamaker, Jeremy Lamb, Goga Bitadze, Oshae Brissett, Isaiah Jackson",IND,15,3,100.0,64.5,35.5
".B. Wanamaker, Jeremy Lamb, Goga Bitadze, Oshae Brissett, .K. Martin",IND,15,3,89.5,91.9,-2.4
"Carmelo Anthony, Russell Westbrook, Wayne Ellington, Avery Bradley, Anthony Davis",LAL,15,5,67.7,125.0,-57.3
"Carmelo Anthony, Stanley Johnson, Malik Monk, Talen Horton-Tucker, Austin Reaves",LAL,15,6,126.5,87.9,38.6
"Clint Capela, Delon Wright, John Collins, Trae Young, De'Andre Hunter",ATL,15,5,63.0,110.3,-47.4
"Cory Joseph, Kelly Olynyk, Trey Lyles, Frank Jackson, Saddiq Bey",DET,15,6,110.5,105.4,5.1
"Cedi Osman, Lauri Markkanen, Jarrett Allen, Darius Garland, Lamar Stevens",CLE,15,5,81.3,83.9,-2.6
"Chris Paul, Jae Crowder, Cameron Payne, Deandre Ayton, Cameron Johnson",PHX,15,3,113.8,61.3,52.5
"D.J. Augustin, Armoni Brooks, Garrison Mathews, Kenyon Martin Jr., Alperen Sengun",HOU,15,2,112.1,96.9,15.2
"Davis Bertans, Bradley Beal, Kentavious Caldwell-Pope, Raul Neto, Montrezl Harrell",WAS,15,5,75.8,100.0,-24.2
"Davis Bertans, Bradley Beal, Raul Neto, Kyle Kuzma, Deni Avdija",WAS,15,2,77.8,97.0,-19.2
"Davis Bertans, Kentavious Caldwell-Pope, Spencer Dinwiddie, Montrezl Harrell, Aaron Holiday",WAS,15,2,64.7,102.9,-38.2
"Davis Bertans, Kentavious Caldwell-Pope, Spencer Dinwiddie, Montrezl Harrell, Corey Kispert",WAS,15,2,148.3,127.6,20.7
"Davis Bertans, Raul Neto, Montrezl Harrell, Kyle Kuzma, Deni Avdija",WAS,15,6,103.1,112.1,-9.0
"DeMarcus Cousins, Austin Rivers, Bryn Forbes, Zeke Nnaji, Bones Hyland",DEN,15,2,122.9,118.9,3.9
"DeMar DeRozan, Alex Caruso, Troy Brown Jr., .A. Johnson, Josh Green",CHI,15,5,105.9,100.0,5.9
"DeMar DeRozan, Damian Jones Jr., Lonzo Ball, Tony Bradley, Ayo Dosunmu",CHI,15,6,130.0,110.0,20.0
"DeMar DeRozan, Tristan Thompson, Damian Jones Jr., Coby White, Josh Green",CHI,15,3,117.2,103.4,13.8
"DeMar DeRozan, Tristan Thompson, Nikola Vucevic, Zach LaVine, Ayo Dosunmu",CHI,15,2,103.3,154.8,-51.5
"DeMar DeRozan, Tristan Thompson, Zach LaVine, Damian Jones Jr., Coby White",CHI,15,5,124.1,82.8,41.4
"Derrick Favors, Darius Bazley, Ty Jerome, Tre Mann, Josh Giddey",OKC,15,2,103.1,125.0,-21.9
"Derrick Favors, Shai Gilgeous-Alexander, Darius Bazley, Tre Mann, Josh Giddey",OKC,15,3,97.1,115.2,-18.1
"Derrick Favors, Shai Gilgeous-Alexander, Kenrich Williams, Darius Bazley, Luguentz Dort",OKC,15,7,97.1,107.7,-10.6
"Danilo Gallinari, Clint Capela, Bojan Bogdanovic, Delon Wright, Trae Young",ATL,15,8,106.7,106.5,0.2
"Dejounte Murray, Jakob Poeltl, Bryn Forbes, Derrick White, Keon Johnson",SAS,15,7,78.8,109.7,-30.9
"Dejounte Murray, Jakob Poeltl, Lonnie Walker IV, Keon Johnson, Joshua Primo",SAS,15,6,70.6,89.5,-18.9
"Dejounte Murray, Zach Collins, Keon Johnson, Devin Vassell, Joshua Primo",SAS,15,5,127.3,102.9,24.3
"Derrick Rose, Alec Burks, Nerlens Noel, Julius Randle, RJ Barrett",NYK,15,4,96.9,90.6,6.3
"Derrick Rose, Alec Burks, Obi Toppin, Immanuel Quickley, Jericho Sims",NYK,15,4,93.9,106.3,-12.3
"Derrick Rose, Evan Fournier, Nerlens Noel, Julius Randle, RJ Barrett",NYK,15,6,80.0,100.0,-20.0
"Derrick Rose, Nerlens Noel, RJ Barrett, Obi Toppin, Immanuel Quickley",NYK,15,3,116.7,96.9,19.8
"Derrick Rose, Taj Gibson, Alec Burks, Julius Randle, Immanuel Quickley",NYK,15,8,81.3,100.0,-18.8
"Domantas Sabonis, Caris LeVert, Malcolm Brogdon, Oshae Brissett, Chris Duarte",IND,15,5,92.6,125.9,-33.3
"Eric Gordon, Danuel House Jr., Armoni Brooks, Kenyon Martin Jr., Alperen Sengun",HOU,15,5,58.8,100.0,-41.2
"Eric Gordon, David Nwaba, Garrison Mathews, Kenyon Martin Jr., Josh Christopher",HOU,15,3,115.4,122.9,-7.5
"Eric Gordon, Garrison Mathews, Jae'Sean Tate, Josh Christopher, Alperen Sengun",HOU,15,7,116.1,90.3,25.8
"Gary Harris, Wendell Carter Jr., Admiral Schofield, .H. Gravett, Franz Wagner",ORL,15,2,106.9,127.6,-20.7
"Gordon Hayward, Kelly Oubre Jr., Terry Rozier, Miles Bridges, LaMelo Ball",CHA,15,8,120.0,100.0,20.0
"Gordon Hayward, Terry Rozier, Miles Bridges, LaMelo Ball, Nick Richards",CHA,15,5,80.0,141.7,-61.7
"Harrison Barnes, Richaun Holmes, Buddy Hield, Marvin Bagley III, Tyrese Haliburton",SAC,15,3,100.0,119.4,-19.4
"Harrison Barnes, Richaun Holmes, De'Aaron Fox, Terence Davis, Tyrese Haliburton",SAC,15,5,122.2,117.6,4.6
"Hamidou Diallo, Saddiq Bey, Isaiah Stewart, Saben Lee, Cade Cunningham",DET,15,6,102.8,82.4,20.4
"Ish Smith, Kentavious Caldwell-Pope, Kyle Kuzma, Deni Avdija, Anthony Gill",WAS,15,3,125.0,109.1,15.9
"Ish Smith, Nick Richards, Kai Jones, James Bouknight, JT Thor",CHA,15,4,111.4,97.1,14.4
"Isaiah Thomas, Montrezl Harrell, Kelly Oubre Jr., P.J. Washington, LaMelo Ball",CHA,15,8,111.1,102.7,8.4
"Jaylen Brown, Derrick White, Daniel Theis, Grant Williams, Payton Pritchard",BOS,15,5,80.6,112.5,-31.9
"Jae Crowder, Cameron Payne, Mikal Bridges, Deandre Ayton, Cameron Johnson",PHX,15,2,150.0,91.7,58.3
"Josh Green, Aaron Gordon, Nikola Jokic, Monte Morris, Bones Hyland",DEN,15,8,130.6,79.4,51.1
"James Harden, Jalen Johnson, Patty Mills, Bruce Brown, Nic Claxton",BKN,15,3,89.3,96.8,-7.5
"Justin Holiday, Domantas Sabonis, Donte DiVincenzo, Chimezie Metu, Davion Mitchell",SAC,15,3,118.8,131.0,-12.3
"Jrue Holiday, Giannis Antetokounmpo, Rodney Hood, Pat Connaughton, Grayson Allen",MIL,15,5,109.1,130.0,-20.9
"Jrue Holiday, Wesley Matthews, Khris Middleton, Bobby Portis, Pat Connaughton",MIL,15,6,139.3,112.1,27.2
"Jonas Valanciunas, CJ McCollum, Tony Snell, Jaxson Hayes, Herbert Jones",NOP,15,2,87.1,156.7,-69.6
"Jonas Valanciunas, Devonte' Graham, Nickeil Alexander-Walker, Naji Marshall, Trey Murphy III",NOP,15,4,103.1,103.0,0.1
"Keljin Blevins, Elijah Hughes, Greg Brown III, Keon Johnson, Trendon Watford",POR,15,3,116.7,129.0,-12.4
"Kris Dunn, Drew Eubanks, CJ Elleby, Greg Brown III, Keon Johnson",POR,15,5,136.7,112.1,24.5
"Kevin Durant, Blake Griffin, Patty Mills, Kessler Edwards, David Duke Jr.",BKN,15,2,126.9,85.2,41.7
"Kevin Durant, Goran Dragic, Kyrie Irving, Andre Drummond, Seth Curry",BKN,15,4,138.7,106.5,32.3
"Kevin Love, Ricky Rubio, Darius Garland, Dean Wade, Isaac Okoro",CLE,15,2,106.1,120.7,-14.6
"Kyle Lowry, Jimmy Butler, Bam Adebayo, Max Strus, Tyler Herro",MIA,15,3,121.2,58.1,63.1
"Kelly Oubre Jr., Terry Rozier, Miles Bridges, Cody Martin, LaMelo Ball",CHA,15,8,84.8,136.4,-51.5
"Klay Thompson, Draymond Green, Otto Porter Jr., Gary Payton II, Damion Lee",GSW,15,2,100.0,106.7,-6.7
"LeBron James, Russell Westbrook, Avery Bradley, Stanley Johnson, Talen Horton-Tucker",LAL,15,6,114.3,100.0,14.3
"Lance Stephenson, Buddy Hield, Goga Bitadze, Duane Washington Jr., Terry Taylor",IND,15,3,93.1,93.5,-0.4
"Lance Stephenson, Jeremy Lamb, Goga Bitadze, Oshae Brissett, Duane Washington Jr.",IND,15,2,131.0,110.3,20.7
"Lance Stephenson, .K. Sykes, Jalen Smith, Duane Washington Jr., Terry Taylor",IND,15,2,125.7,111.8,13.9
"Lou Williams, Danilo Gallinari, .S. Hill, Delon Wright, John Collins",ATL,15,2,127.6,78.6,49.0
"Malik Beasley, Jarred Vanderbilt, Jordan McLaughlin, Naz Reid, Anthony Edwards",MIN,15,5,120.6,100.0,20.6
"Mike Conley, Hassan Whiteside, Bogdan Bogdanovic, Jordan Clarkson, Royce O'Neale",UTA,15,5,113.3,121.4,-8.1
"Maurice Harkless, Alex Len, Buddy Hield, Terence Davis, Davion Mitchell",SAC,15,2,119.4,115.6,3.7
"Maurice Harkless, Buddy Hield, Damian Jones, Chimezie Metu, Davion Mitchell",SAC,15,6,105.9,132.3,-26.4
"Monte Morris Sr., Reggie Jackson, Luke Kennard, Amir Coffey, Tre Mann",LAC,15,3,113.8,150.0,-36.2
"Nicolas Batum, Monte Morris Sr., Reggie Jackson, Isaiah Hartenstein, Amir Coffey",LAC,15,4,181.5,140.7,40.7
"Nikola Vucevic, Zach LaVine, Lonzo Ball, Josh Green, Ayo Dosunmu",CHI,15,7,100.0,100.0,0.0
"Nikola Vucevic, Zach LaVine, Troy Brown Jr., Josh Green, Ayo Dosunmu",CHI,15,5,108.1,88.2,19.9
"OG Anunoby, Chris Boucher, Gary Trent Jr., Scottie Barnes, Dalano Banton",TOR,15,5,114.3,122.9,-8.6
"Paul George, Eric Bledsoe, Monte Morris Sr., Reggie Jackson, Tre Mann",LAC,15,3,100.0,117.2,-17.2
"Pascal Siakam, Chris Boucher, Precious Achiuwa, Malachi Flynn, Scottie Barnes",TOR,15,3,100.0,80.6,19.4
"Pascal Siakam, OG Anunoby, Precious Achiuwa, Scottie Barnes, Dalano Banton",TOR,15,3,112.5,106.1,6.4
"P.J. Tucker, Monte Morris, Jimmy Butler, Duncan Robinson, Tyler Herro",MIA,15,4,126.9,118.5,8.4
".P. Watson, Luguentz Dort, Ty Jerome, Isaiah Roby, Aaron Wiggins",OKC,15,2,123.3,140.0,-16.7
"Reggie Bullock, Kristaps Porzingis, Dorian Finney-Smith, Jalen Brunson, Luka Doncic",DAL,15,5,131.3,113.3,17.9
"Reggie Bullock, Spencer Dinwiddie, Dorian Finney-Smith, Jalen Brunson, Luka Doncic",DAL,15,7,129.0,123.3,5.7
"Reggie Bullock, Tim Hardaway Jr., Kristaps Porzingis, Dorian Finney-Smith, Luka Doncic",DAL,15,6,109.7,48.5,61.2
"Reggie Bullock, Tim Hardaway Jr., Kristaps Porzingis, Jalen Brunson, Luka Doncic",DAL,15,3,132.1,92.9,39.3
"Reggie Bullock, Tim Hardaway Jr., Marquese Chriss, Luka Doncic, Josh Green",DAL,15,4,103.4,86.7,16.8
"Rudy Gay, Hassan Whiteside, Jordan Clarkson, Danuel House Jr., Jimmy Butler",UTA,15,3,128.1,108.8,19.3
"Rudy Gay, Mike Conley, Bogdan Bogdanovic, Royce O'Neale, Donovan Mitchell",UTA,15,3,105.6,94.6,11.0
"Rudy Gay, Mike Conley, Rudy Gobert, Jordan Clarkson, Nickeil Alexander-Walker",UTA,15,2,112.9,103.2,9.7
"Richaun Holmes, De'Aaron Fox, Donte DiVincenzo, Chimezie Metu, Davion Mitchell",SAC,15,4,148.6,115.2,33.4
"Robin Lopez, Terrence Ross, Gary Harris, Cole Anthony, Franz Wagner",ORL,15,5,119.4,110.3,9.0
"Raul Neto, Montrezl Harrell, Aaron Holiday, Deni Avdija, Corey Kispert",WAS,15,4,93.9,82.9,11.1
"Steven Adams, Tyus Jones, Dillon Brooks, Josh Jackson Jr., De'Anthony Melton",MEM,15,10,121.2,105.9,15.3
"Steven Adams, Tyus Jones, Dillon Brooks, Josh Jackson Jr., John Konchar",MEM,15,6,90.9,96.7,-5.8
"Stephen Curry, Andrew Wiggins, Kevon Looney, Gary Payton II, Damion Lee",GSW,15,6,77.1,122.6,-45.4
"Stephen Curry, Andrew Wiggins, Kevon Looney, Jordan Poole, Jonathan Kuminga",GSW,15,8,115.2,97.1,18.0
"Stephen Curry, Draymond Green, Andrew Wiggins, Kevon Looney, Moses Moody",GSW,15,3,97.2,80.0,17.2
"Stephen Curry, Klay Thompson, Damion Lee, Juan Toscano-Anderson, Jonathan Kuminga",GSW,15,3,140.0,141.4,-1.4
"Stephen Curry, Nemanja Bjelica, Otto Porter Jr., Chris Chiozza, Juan Toscano-Anderson",GSW,15,3,87.5,66.7,20.8
"Shai Gilgeous-Alexander, Darius Bazley, Isaiah Roby, Vit Krejci, Tre Mann",OKC,15,2,108.6,130.3,-21.7
"Shai Gilgeous-Alexander, Kenrich Williams, Darius Bazley, Luguentz Dort, Jeremiah Robinson-Earl",OKC,15,10,120.0,82.5,37.5
"Trey Burke, Dorian Finney-Smith, Maxi Kleber, Luka Doncic, Josh Green",DAL,15,4,111.8,134.4,-22.6
"Trey Burke, Marquese Chriss, Frank Ntilikina, Sterling Brown, Josh Green",DAL,15,3,100.0,68.6,31.4
"Taj Gibson, Alec Burks, Evan Fournier, RJ Barrett, Obi Toppin",NYK,15,3,106.5,83.9,22.6
"Tim Hardaway Jr., Dwight Powell, Dorian Finney-Smith, Maxi Kleber, Jalen Brunson",DAL,15,6,148.1,88.9,59.3
"Tim Hardaway Jr., Trey Burke, Kristaps Porzingis, Maxi Kleber, Josh Green",DAL,15,3,118.8,96.9,21.9
"Terrence Ross, Gary Harris, Markelle Fultz, Wendell Carter Jr., Chuma Okeke",ORL,15,3,91.2,97.2,-6.0
"Tristan Thompson, Buddy Hield, De'Aaron Fox, Chimezie Metu, Tyrese Haliburton",SAC,15,5,91.2,97.1,-5.9
"Tristan Thompson, Harrison Barnes, Buddy Hield, Tyrese Haliburton, Davion Mitchell",SAC,15,6,112.5,88.2,24.3
"Tristan Thompson, Maurice Harkless, Buddy Hield, Tyrese Haliburton, Davion Mitchell",SAC,15,4,107.1,63.3,43.8
